PSA_ID,Domain,Class,English,Kiswahili,Target_Language,Source,Source_URL,Date,Metadata,Ekegusii,Dholuo,Somali
EDU-00065,Education,PSA,Teachers are urged to engage in continuous professional development to enhance their skills and teaching methods for quality science education.,Walimu wanahamasishwa kushiriki katika maendeleo ya kitaaluma yanayoendelea ili kuboresha ujuzi wao na mbinu za ufundishaji kwa elimu bora ya sayansi.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-advocates-for-strengthening-of-stem-education/,2026-07-15,Teachers,Abalimu baria batoranire kutegeria buseke bworeng'ane buseke na obwaki bwabaki bwakere osinano mulasi nyaki.,Owino adwar gi juma kendo oseyudhi kelo manyien to odhi kodu gi nyigila mag shidruok kendo kuotono kod piny ma okinyi e yo.,Macalimiinta waxaa lagu dhiirrigelinayaa inay ka qaybqaataan horumarinta xirfadeed ee joogtada ah si ay u korodhsadaan xirfadooda iyo hababka waxbaridda ee waxbarashada sayniska tayadeeda.
EDU-00066,Education,PSA,Stakeholders are urged to invest in research and teacher training to enhance STEM education. Support initiatives that inspire youth in Physics and other science-related fields.,Washikadau wanakumbushwa kuwekeza katika utafiti na mafunzo ya walimu ili kuboresha elimu ya STEM. Punguza juhudi zinazohamasisha vijana katika Fizikia na nyanja nyingine za sayansi.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/cemastea-champions-physics-education-to-accelerate-scientific-innovation/,2026-07-15,Teachers,Abakire baturagania okwiria omokubetere naki omokang'anya bwegire bwetegani bokwenda STEM. Naki abagire abaki batarera oria buya bwakire mu Physics naki ebwomi oria bwetegani.,"Ng’ato maruok kuom jalweche kuom yie mag e e kanyo ni inegi to jopiny koro kuom STEM. Dhi gise chieg goyo jothiw, e Physics kod chakre tich kendo nyaka.",La-talinta ayaa lagu boorinayaa in ay maalgashadaan cilmi-baaris iyo tababarka macalimiinta si kor loogu qaado waxbarashada STEM. Taageer ololeyaal dhiirrigelinaya dhallinyarada ee Fiisikiska iyo cilmiga kale.
EDU-00067,Education,PSA,"Kapenguria Boys High School is closed for investigations into a fire incident. Parents must clear outstanding fees and pay an additional Sh11,270 per student before reopening.","Shule ya Sekondari ya Kapenguria Boys imefungwa kwa uchunguzi kuhusu tukio la moto. Wazazi wanapaswa kulipa ada zilizobaki na kuongeza Sh11,270 kwa mwanafunzi kabla ya kufunguliwa tena.",,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/dci-probe-kapenguria-boys-fire-as-parents-seek-answers/,2026-07-15,Schools,"Kapenguria Boys High School naki bw'ogenda oboraganya buya bw'ekashia. Ababere bonyanirigana kwendia obwakirigi bwabongwa na bwereka Sh11,270 ogenda mw'ogenda.","Kapenguria Boys High School en ng'wonj goro e yore gi nywando mag bura. Wazazi nyal timo buya kendo pigi Sh11,270 moro per otero mbere yore kar.","Dugsiga Sare ee Kapenguria Boys ayaa xirnaanaya si loo baaro shil dab oo dhacay. Waalidiinta waa inay bixiyaan lacagaha waaweyn ee ka maqan iyo intaas oo kale Sh11,270 arday kasta ka hor inta aan dib loo furin."
EDU-00068,Education,PSA,No actionable content to report.,Hakuna maudhui ya kufanyia kazi.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/farmers-urged-to-embrace-regular-livestock-vaccination/,2026-07-15,General,Eng'ombe ore ibuka.,Naka ng'ato ma ok nyal.,Ma jiro wax macluumaad ah oo la diyaariyey.
EDU-00069,Education,PSA,No actionable content identified.,Hakuna maudhui ya utekelezaji yaliyojulikana.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/ge-francis-ogolla/,2026-07-15,Schools,Naki omokirenda buya.,Chieng'ni gima owinji.,"Maalin walba, iska hubi in aad cabto biyo kafiil ah. Biyaha nadiifka ah waa muhiim si loo helo caafimaad wanaagsan. Ka fogow biyo shubashaday. Haddii aad shaki ka qabto, raadi biyo la xaqiijiyay ka soo bixinta ilaha la aamini karo. Raac talooyinka caafimaadka si aad u noolaato si caafimaad leh."
EDU-00070,Education,PSA,"Girls in Mombasa County are encouraged to enroll in Technical and Vocational Education and Training (TVET) institutions, especially in blue economy courses, to empower themselves and close the gender gap. Childcare facilities are available at Mtongwe and Kisauni Technical Colleges to support young mothers.","Wasichana katika Kaunti ya Mombasa wanasisitizwa kujisajili katika taasisi za Elimu na Mafunzo ya Ufundi na Ufundi Stadi (TVET), hasa katika kozi za uchumi wa buluu, ili kujikomboa na kufunga pengo la kijinsia. Vituo vya kulea watoto vipo katika Vyuo vya Ufundi Mtongwe na Kisauni kusaidia akina mama vijana.",,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/girls-urged-to-enroll-in-tvet-and-blue-economy-courses-to-bridge-gender-gap/,2026-07-15,Teachers,"Abakire bosi bwa Mombasa barakire buseke buotore mu nyang'ori ya Technical and Vocational Education and Training (TVET), ikiraka mu masomo gechaki, ore kechokire mwaki magome. Amashure ekebiri ore aibuya abaki baki at Mtongwe na Kisauni Technical Colleges ore shindire abakire abaki.","Nyang' girls e Mombasa County ne cha ka enruok e Technical and Vocational Education and Training (TVET) institutions, chiegni kendo e chuo mar blue economy, kwa sirkwa gi joma nyaka joma. Abiraga mar watoto ne wacho e Mtongwe kod Kisauni Technical Colleges kuom podhi nyaka.","Gals in Mombasa County waxaa loo dhiirrigelinayaa inay iska diiwaan galiyaan hay'adaha Waxbarashada Farsamada iyo Tababarka (TVET), gaar ahaan koorsooyinka dhaqaalaha buluugga, si ay naftooda u awood siiyaan oo ay u yaraystaan farqiga jinsiyadeed. Goobaha daryeelka carruurta ayaa la heli karaa jaamacadaha Farsamada ee Mtongwe iyo Kisauni si ay taageero ugu yeeshaan hooyooyinka da'da yar."
EDU-00071,Education,PSA,The Kenya Defence Force is constructing classrooms in ten primary schools in Laikipia County to enhance learning environments; expected completion is in two months.,Jeshi la Ulinzi la Kenya linajenga madarasa katika shule za msingi kumi katika Kaunti ya Laikipia ili kuboresha mazingira ya kujifunzia; kumalizika kunatarajiwa ndani ya miezi miwili.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/government-constructing-classrooms-in-mukogodo-as-strategy-to-restore-peace/,2026-07-15,Schools,Abagere Ba Kenya baretete ogetha shule buya mu moke buya buseka mu Laikipia County kugaragania eng'oto yo buya; bulia bwa buya kayaki naki mu mwaki buya.,"Kenya Defence Force nyal jopuonj e kony kanyo golo e neno maaro kendo magwero ariyo e Laikipia County, kuom nyisecho chutho ni mokuongo ara.",Ciidanka Difaaca Kenya ayaa dhisaya fasalo dugsiyada hoose ee toban ah ee ku yaal Gobolka Laikipia si kor loogu qaado jawiga waxbarashada; iyadoo la filayo in la dhammeeyo laba bilood gudaheed.
EDU-00072,Education,PSA,The Ministry of Health and the Ministry of Education are implementing initiatives to enhance healthcare services in schools and combat drug abuse among students. Parents and teachers are urged to stay informed about the evolving tactics of drug traffickers.,Wizara ya Afya na Wizara ya Elimu zinatekeleza juhudi za kuboresha huduma za afya shuleni na kupambana na matumizi mabaya ya dawa kati ya wanafunzi. Wazazi na walimu wanahimizwa kubaki na ufahamu kuhusu mbinu zinazoendelea za wauzaji wa dawa.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/government-strengthens-healthcare-in-schools/,2026-07-15,Schools,Abwaki bw'ekirongo n'Abwaki bw'ekisomo bataraki banaraki buseki bw'osababi bwariri mu masomo n'ogekoreria osababi mu bakire. Abatani n'abagwere bataraki bamenyere bw'ogekorokiriana bw'amasabo.,Ministry of Health e Ministry of Education ne oganda mar chweo ma oket gi sarem kuom jaduong' kod golo jola. Wazazi gi wathore to mibi timo chalo kuom dunga mar joma oket golo.,Wasaaradda Caafimaadka iyo Wasaaradda Waxbarashada ayaa hirgelinaya ololayaal lagu horumarinayo adeegyada caafimaadka ee iskuulada iyo lagu dagaalayo isticmaalka daroogada ardayda dhexdeeda. Waalidka iyo macalimiinta waxaa lagula talinayaa inay xog ogaal ka noqdaan xeeladaha cusub ee ganacsatada daroogada.
EDU-00073,Education,PSA,The government is committed to timely disbursement of capitation funds and the construction of classrooms. School principals are urged to prioritize mental well-being and invest in counseling services.,Serikali imejizatiti kutekeleza utoaji wa fedha za capitation kwa wakati na kujenga madarasa. Wakuu wa shule wanahimizwa kuzingatia ustawi wa akili na kuwekeza katika huduma za ushauri.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/govt-promises-timely-disbursement-of-school-capitation/,2026-07-15,Schools,Abanyabasa ba serikali batarera obwakire bwokuboka bwokoro bwokagutu bogo ogori bwomokiriga. Abasisi bamakeri bakenyere kugene obwakire bwokamokanya naki ogokirire bwokweria.,Ochiko mwakilishi duto oket ni kod kuom wanj nrụ oganda gi thuran in giluor. Wawinyo nyaka chieng' kiwuoro gi chitwek kendo owuoyo maching' gi terapi.,Dowladdu waxay ka go'an tahay bixinta wakhtiga ku habboon ee lacagaha capitation-ka iyo dhismaha fasallada. Maamulayaasha dugsiyada waxaa lagula talinayaa inay mudnaanta siiyaan caafimaadka maskaxda iyo inay maalgelin ku sameeyaan adeegyada la-talinta.
EDU-00074,Education,PSA,Graduates from technical institutions are urged to leverage their skills to create enterprises and solve real-world problems rather than solely seeking formal employment.,Wahitimu kutoka taasisi za kiuchumi wanasisitizwa kutumia ujuzi wao kuanzisha biashara na kutatua matatizo halisi badala ya kutafuta ajira rasmi pekee.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/graduates-challenged-to-turn-skills-into-enterprises-and-jobs/,2026-07-15,Teachers,"Abagokire b’amasomo buhanga barakiriwe gukoresha obuhanga bwabo gutangira ing'endo ne gukemorera ibibazo bikwiriye mu mbuga y’ensi, nyangwe batarikora obukire bungi boro bw'abanyamaki.","Kik makochi ka wa bende gi joma technical kurum golo ng'ato, to agok nyalo ruwore gi chalo mang'eny to gibuone gi bende koro e ndalo mar joma.","Qalinjabiyaasha ka soo baxay machadyada farsamada waxaa lagu boorinayaa inay isticmaalaan xirfadahooda si ay u sameeyaan ganacsi iyo inay xalliyaan dhibaatooyinka dhabta ah, halkii ay kaliya raadin lahaayeen shaqo rasmi ah."
EDU-00075,Education,PSA,Public Primary School heads in Baringo County must surrender all Digital Literacy Program devices to Junior Secondary School teachers for use by [insert date].,Viongozi wa shule za msingi za umma katika Kaunti ya Baringo wanapaswa kurejesha vifaa vyote vya Mpango wa Uandishi wa Kidijitali kwa walimu wa Shule za Sekondari Ndogo kabla ya [insert date].,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/idle-dlp-gadgets-in-baringo-reassigned-to-junior-secondary-teachers/,2026-07-15,Teachers,Abanyancha b'amasomo ya Public Primary School osibori Baringo naki ikibori hereka naki omokizi ba Junior Secondary School abaki naki [insert date].,Ongwe goyo mamoko mar Public Primary School e Baringo County manie kanyandoto e bura nyalo chwaro device dinde Digital Literacy Program kuon Junior Secondary School mawuok kendo ginyal chiemo [insert date].,Madaxyada Iskuulada Dowliga ah ee Baringo County waa inay gacan ku siiyaan dhammaan qalabka Barnaamijka Aqoonsiga Dijitalka ah macallimiinta Dugsiga Sare ee Hoose oo loo isticmaali doono ka hor [geliso taariikhda].
EDU-00076,Education,PSA,The proposed increase in school fees is on hold; principals must continue managing with the current capitation until a new circular is issued.,Ongezeko lililopendekezwa la ada za shule limezimwa; wakuu wa shule wanapaswa kuendelea kusimamia kwa matumizi ya sasa hadi hatua mpya itakapotolewa.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/increasing-of-school-fees-must-be-procedural-cs-ogamba-insists/,2026-07-15,Schools,Omosomo ogwakiri bw’etage ogwakirwe; abereki baria baisore okegera okobokiyo omokirori bwa naki.,"Gik ma awacho bende ni nyiri bende otero chieko gi nduong' mar masomo, kendo chiwo yiengni kuom kapitation ma en bang' chike kuom nyiri kuom ranyisi mar nyuol.",Korodhka lacagta iskuulka la soo jeediyay waa la hakiyay; maamulayaasha waa inay sii wadaan ka shaqaynta lacagta hadda jirta illaa la soo saaro wareegto cusub.
EDU-00077,Education,PSA,Communities are encouraged to participate in programs promoting peaceful coexistence despite religious differences. Join efforts in fostering unity in your area.,Jamii zinahimizwa kushiriki katika programu zinazokuza kuishi kwa amani licha ya tofauti za kidini. Jiunge na juhudi za kukuza umoja katika eneo lako.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/interfaith-dialogue-driving-social-cohesion-in-east-africa/,2026-07-15,General,Abakire buya bategere bende gubeokore murima ogukwang'ana buya naki buya bwakenje bwokoragwa. Gwisire buya mubende mukogore ung'anya buno.,Gikundi matindo kuye ka iyienni kalo momego nyasaye donjo gima osetimo. Nyanjore kuom wendo piny kanyakla.,Bulshada waxaa lagu dhiirrigelinayaa inay ka qaybqaataan barnaamijyada kor u qaadaya nabadda iyo wada noolaanshaha iyadoo la tixgelinayo kala duwanaanshaha diimeed. Ka qaybgal dadaallada lagu xoojinayo midnimada deegaankaaga.
EDU-00078,Education,PSA,Adults seeking literacy and skills development are encouraged to enroll in adult education programs in Kakamega Central. Visit the Kakamega Huduma Centre for more information and support.,Watu wazima wanaotafuta uandishi na ujuzi wanahimizwa kujiandikisha kwenye programu za elimu ya watu wazima katika Kakamega Kati. Tembelea Kituo cha Huduma za Kakamega kwa maelezo zaidi na msaada.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/it-is-never-too-late-to-learn-adult-learners-told/,2026-07-15,Schools,"Ab adults baki bionge inaki bendi na oborori buya, mwaki mosi oreore kudega bwire buya mu Kaakamega Central. Naki Kakamega Huduma Centre buya oria bwori omokireri.",Ngiwe gi tekni gi adira kendo ber giseche en chuth ka oin kendo okuoyo mo owan gi program duto ma gi chuth gi. Kwadhi Kakamega Huduma Centre to nind gi ma wiyogo kendo nyime.,Dadka waaweyn ee raadinaya aqoon kororsi iyo horumarinta xirfadaha waxa lagu dhiirigelinayaa inay isdiiwaangeliyaan barnaamijyada waxbarashada dadka waaweyn ee Kakamega Central. Booqo Xarunta Huduma ee Kakamega si aad u hesho macluumaad dheeraad ah iyo taageero.
EDU-00079,Education,PSA,Junior Secondary School learners are encouraged to participate in practical learning exhibitions as part of the Competency-Based Curriculum (CBC) to enhance creativity and teamwork skills.,Wanafunzi wa Shule ya Sekondari ya Kichanga wanahimizwa kushiriki katika maonyesho ya kujifunza kwa vitendo kama sehemu ya Mtaala wa Ufanisi (CBC) ili kuimarisha ubunifu na ujuzi wa kazi ya pamoja.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/jss-learners-showcase-human-skin-project-under-cbc-curriculum/,2026-07-15,Curriculum,Abakarati ba Junior Secondary School baria batarorwe okwecheka mu bukorori bwokire mwabere bwogwaki bwokora (CBC) buya bwenge baria naki buna bosi bweng'ani na bakore.,"Wang'ni piny ji nene ahinya ka anyalo golo e kendo gonyo gi momi ne nyaka e piny goyo, to yieyo tinde ne ruoth kuom tek gi nyithindo.",Ardayda Dugsiga Sare ee Hoose waxaa lagu dhiirrigelinayaa inay ka qeybqaataan bandhigyada waxbarashada gacanta lagu sameeyo qayb ka mid ah Manhajka Ku Saleysan Aqoonta (CBC) si loo xoojiyo hal-abuurka iyo xirfadaha kooxeed.
EDU-00080,Education,PSA,The government is integrating KASNEB professional training with technical programs in TVET institutions to enhance learning outcomes. Stay tuned for updated syllabus and guidelines.,Serikali inachanganya mafunzo ya kitaaluma ya KASNEB na programu za kiufundi katika taasisi za TVET ili kuboresha matokeo ya kujifunza. Fatilia mabadiliko ya silabasi na miongozo.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/kasneb-tvets-in-partnership-to-boost-youth-employability/,2026-07-15,Examinations,Abaneri baki buya KASNEB omokirori bante omonene naki omogori mu TVET abere kyeganye buya. Gena motegere osibori naki ekiroria.,"Government inegi KASNEB protein gi jomoko mar techini kuom TVET institution, chuny gi winjruok mar thuran. Nyar gi chako nyaka yieng syllabus mar guidelines.",Dowladda waxay isku keenaysaa tababarka xirfadeed ee KASNEB iyo barnaamijyada farsamada ee hay'adaha TVET si loo wanaajiyo natiijooyinka waxbarasho. La soco manhajka iyo hanuuniyo cusub.
EDU-00081,Education,PSA,PCEA Mama Ngina Primary School is constructing a new nine-classroom block to address overcrowding and enhance learning facilities. Completion is underway to better serve the growing student population.,Shule ya Msingi ya PCEA Mama Ngina inajenga jengo jipya la madarasa tisa ili kukabiliana na msongamano na kuboresha vifaa vya kujifunzia. Ujenzi unaendelea ili kuhudumia idadi inayokua ya wanafunzi.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/kinoo-school-gets-an-upgrade/,2026-07-15,Schools,PCEA Mama Ngina Primary School eria omogori omoi oriaire naki obokire buya na omokoro ogenda. Naki omogori buya bw’ogenda ebwaki buya obokire obw’eng’ena bw’akatenda.,PCEA Mama Ngina Primary School orefishe ok nyalwa kar tera ma ok nyalo piny gii chieno me wende ok ohinga. Konyruok ma odiso ok wende ka wendo puodho mag joma nøma.,PCEA Mama Ngina Dugsiga Hoose waxa uu dhisayaa dhisme cusub oo sagaal fasal ah si loo xalliyo ciriiriga iyo in la hagaajiyo agabka waxbarashada. Shaqada dhamaystirka ayaa socota si loogu adeeggo tirada sii kordheysa ee ardayda.
EDU-00082,Education,PSA,The KUPPET Vihiga Branch urges a revision of school punishment laws to empower teachers in administering discipline. Parents are reminded to pay tuition fees upon school reopening.,Tawi la KUPPET Vihiga linashauri kufanyiwa marekebisho sheria za adhabu shuleni ili kuwapa uwezo walimu wa kutekeleza nidhamu. Wazazi wanakumbushwa kulipa ada za shule wakati wa kufunguliwa tena.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/kuppet-advisory-on-punishment-in-schools-reviewed/,2026-07-15,Teachers,KUPPET Vihiga Inyakiiragane ore oreki togeka egesakurane naki omokirori bognasi bwaki buya. Aborangi baria naki bonyekoragane orokiri obwaki bwaki.,KUPPET Vihiga Branch ochung'uru ni mwandhuthi e pinje mar piny jowinji kanyo e bura mar wathogo. Jothurwa ne en geti kende kuom konyo chuo ni oting' yore.,Laanta KUPPET ee Vihiga waxay ku boorinaysaa dib-u-eegis ku saabsan shuruucda ciqaabta iskuulada si macalimiintu awood ugu helaan inay xakameeyaan anshaxa. Waalidiinta waxaa lagu xasuusinayaa inay bixiyaan lacagta dugsiga marka dugsiyada dib u furmaan.
EDU-00083,Education,PSA,"The Kenya Union of Post Primary Education Teachers (KUPPET) urges stricter disciplinary measures against students who assault teachers, including barring offenders from the KCSE examination.","Chama cha Walimu wa Elimu ya Juu ya Sekondari Kenya (KUPPET) kinatoa wito kwa hatua kali za kidisciplinari dhidi ya wanafunzi wanaoshambulia walimu, ikiwemo kuwazuia wahalifu kufanya mtihani wa KCSE.",,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/kuppet-sounds-alarm-over-rising-assaults-on-teachers-in-muranga/,2026-07-15,Teachers,"Abakire ba Kenya Union of Post Primary Education Teachers (KUPPET) baria omokang'ana buya bwaki omokosi baashiani batarimbogori abarori, naki baturia buya bushindo bw'ekiburi kya KCSE.","Kenya Union of Post Primary Education Teachers (KUPPET) owinjore duto ma ok othego ng'ato marabira chike, kendo ochamo uyie manyalo kuom KCSE.","Ururka Macalimiinta Waxbarashada Sare ee Kenya (KUPPET) ayaa ku baaqaya in la qaado tallaabooyin adag oo anshax ah oo loogu talagalay ardayda weerarta macalimiinta, oo ay ku jiraan in la mamnuuco dambiilayaasha ka mid noqoshada imtixaanka KCSE."
EDU-00084,Education,PSA,KUPPET urges political leaders to refrain from interfering in school management to maintain the integrity of the education sector. Respect teachers and school management.,KUPPET inawahimiza viongozi wa kisiasa kuepuka kuingilia katika usimamizi wa shule ili kuhifadhi uaminifu wa sekta ya elimu. Heshimu walimu na usimamizi wa shule.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/kuppet-warns-politicians-against-meddling-in-school-management/,2026-07-15,Teachers,KUPPET emokinyire abaki batekatiga kisichogera mu buya bwengesega buya bw’ekibondori bwakire. Eleka abere baisi na buya bwengesega.,KUPPET owuon richo ma ok nyal chamo ni micho amboya kuom waweyo e tekwen mokuor gige to ginyalo wacho kuom wasomero. Nete wach mang'wen no wasomero to gige.,KUPPET waxay ku boorinaysaa hoggaamiyeyaasha siyaasadda inay ka fogaadaan faragelinta maamulka dugsiyada si loo ilaaliyo hufnaanta qeybta waxbarashada. Ixtiraam macallimiinta iyo maamulka dugsiyada.
EDU-00085,Education,PSA,"The public is invited to honor the legacy of Mama Teresia, who valued education, following her passing at the age of 81.","Umma unakaribishwa kuheshimu urithi wa Mama Teresia, aliyethamini elimu, kufuatia kifo chake akiwa na umri wa miaka 81.",,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/leaders-condole-with-senator-onyonka-following-his-mothers-demise/,2026-07-15,General,"Abantu bari bwakire bwaki bwakoma Mama Teresia, ogetoka omosi ogotiri 81, owigania eng'endo y'obereria.","Ng'ato pawinyo kuom gima ohero Mama Teresia, kuom nyiero ma ok nyal joma ji, ka ofe 81.","Dadweynaha waxaa lagu casuumay inay xusaan dhaxalka Mama Teresia, oo qiimeysay waxbarashada, ka dib markii ay geeriyootay da'deedu ahayd 81 sano."
EDU-00086,Education,PSA,Students in Migori are urged to remain disciplined and focused on their studies during the half-term recess. Parents are encouraged to counsel their children on the importance of education.,Wanafunzi wa Migori wanahimizwa kubaki na nidhamu na kuzingatia masomo yao wakati wa mapumziko ya nusu muhula. Wazazi wanakumbushwa kuwaelekeza watoto wao kuhusu umuhimu wa elimu.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/local-cbo-counsels-students-amid-rising-school-unrest/,2026-07-15,Schools,"Banarirai buya mwaki Migori, bagenyere buya buya baria bukere mtugari bwaki bwetere bwenge. Babere buya buya bagenyere bende bwaki buya bwokirire babako baria buya bwosibori buya.",Adek in Migori en bende ni to kedhi myanga gi dango mar yore mag pinje mokuoch. Kido kendo en jodong' konyo jodho kwach kuom buot duto mar elimu.,Ardayda Migori ayaa lagu boorinayaa inay ku sii nagaan jiraan anshax iyo inay diiradda saaraan waxbarashadooda inta lagu jiro fasaxa nus-term. Waalidka ayaa lagu dhiirigelinayaa inay la talinayaan carruurtooda muhiimadda waxbarashada.
EDU-00087,Education,PSA,"The Regional Music Festivals are happening from June 29 to July 3 at ACK St. Luke's Wote Township Primary School. Top performers will qualify for the National Music Festivals on July 10, 2026.","Tamasha la Muziki la Kanda linafanyika kuanzia tarehe 29 Juni hadi 3 Julai katika Shule ya Msingi ya ACK St. Luke's Wote Township. Wanaoshiriki wanaofanya vyema wataweza kuingia katika Tamasha la Muziki la Kitaifa tarehe 10 Julai, 2026.",,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/makueni-hosts-eastern-region-music-festivals-to-showcase-learners-creative-talents/,2026-07-15,Schools,"Mekenga ya Makariri ya Muto na Itonga ichogoria ku 29 Omogori ku 3 Olokera na ACK St. Luke's Wote Township Primary School. Abakoma banye bamenyere minto ya Makariri ya Muto omogori 10 Nyanga, 2026.","Festivali mar Muziki e yo kod odhiambo ji ka June 29 to July 3 e ACK St. Luke's Wote Township Primary School. Ji marach mochung' e midhi kata jomoko 10, 2026.","Dabaaldegga Muusigga Gobolka ayaa ka dhacaya 29ka Juun ilaa 3da Luulyo iskuulka hoose ee ACK St. Luke's Wote Township. Fanaaniinta ugu wanaagsan waxay ka qeyb geli doonaan Dabaaldegga Muusigga Qaranka 10ka Luulyo, 2026."
EDU-00088,Education,PSA,The government has launched a three-day ICT integration training for 459 Junior Secondary School teachers in Marsabit County to enhance digital competencies for effective teaching.,Serikali imezindua mafunzo ya siku tatu ya uhamasishaji wa ICT kwa walimu 459 wa Shule ya Sekondari ya Kati katika Kaunti ya Marsabit ili kuboresha ujuzi wa kidijitali kwa ajili ya ufundishaji bora.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/marsabit-jss-teachers-undergo-ict-integration-training/,2026-07-15,Teachers,"Abagere bataria bwogori bw'ekigori ekichiri, bokeere 'ICT' bwanogoti bw'amasomo oria abogoria 459 abato b'ekibaaria kiabwaki Marsabit naki oria naki ehaki iboso bw'enchori bw'ekigori.",Govt nyalo jaluo tich mar masiku atatu ma ICT e training mar 459 Junior Secondary School teacher gi Marsabit County kuom gige mag digital to giyudo nyaka onywolo mag tich.,Dowladdu waxay bilawday tababar saddex maalmood soconaya oo ku saabsan is-dhexgalka ICT ee 459 macalimiin dugsiga dhexe ee Marsabit County si kor loogu qaado xirfadaha dijitaalka ah ee waxbarashada waxtar leh.
EDU-00089,Education,PSA,Vocational Training Centre instructors in Migori County are urged to remain vigilant as promotion letters have not been issued. Delays could affect learning.,Waalimu wa Vituo vya Mafunzo ya Ufundi katika Kaunti ya Migori wanashauriwa kuwa makini kwani barua za kuongezwa cheo hazijatolewa. Machelezo yanaweza kuathiri kujifunza.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/migori-vtcs-instructors-demand-action-following-overdue-promotions-2/,2026-07-15,Teachers,"Abasomi b’amasomo g’ogorori mu Migori County baragoroga bwakire, omogori bakiige bwiitirire okugira ora bonyie omogori basorere. Omosokumokire ogwaki bwakiigana omokoro.","Nyasanjo kanyo ma Vocational Training Centre e Migori County nochung' kanyoni, ni piny mama ber eyo. Nying' kendore adok nyaka ngamongo.",Macalimiinta Xarunta Tababarka Xirfadeed ee Gobolka Migori waxaa lagula dar-daarmay in ay feejignaadaan maadaama waraaqaha korodhsiinta aan la soo saarin. Dib-u-dhacyada waxay saameyn ku yeelan karaan waxbarashada.
EDU-00090,Education,PSA,"Emuhaya Constituency is receiving significant educational infrastructure improvements, including the construction of a new classroom at Emmabwi Senior School and renovations at Emmabwi and Elununi primary schools.","Jimbo la Emuhaya linapata maboresho makubwa ya miundombinu ya elimu, ikijumuisha ujenzi wa chumba kipya cha darasa katika shule ya sekondari ya Emmabwi na ukarabati katika shule za msingi za Emmabwi na Elununi.",,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/milemba-intensifies-education-and-infrastructure-development-in-vihiga/,2026-07-15,Teachers,"Emuhaya Constituency inagashagania ngabworia yaki nyakwenye, gaki ekomego buya bwaki bwaki egahiga oria ematechero buya eEmmabwi Senior School na naki rogo egashako eEmmabwi na Elununi primary schools.","Emuhaya Constituency owinj joma nyal mar buchni maler, kendo oketh gi klas moko apar Emmabwi Senior School kendo ohero gi nyalo mag Emmabwi kuom Elununi primary schools.","Degmada Emuhaya waxay heshay horumarin weyn oo kaabayaasha waxbarashada, oo ay ku jiraan dhismaha fasal cusub oo ku yaal Dugsiga Sare ee Emmabwi iyo dayactirka dugsiyada hoose ee Emmabwi iyo Elununi."
EDU-00091,Education,PSA,Mioro Senior Day School has received its first school bus to improve student transport for academic and co-curricular activities. Four more secondary schools will also receive buses soon.,Shule ya Mioro ya Sekondari imepokea basi lake la kwanza ili kuboresha usafiri wa wanafunzi kwa shughuli za masomo na za ziada. Shule nyingine nne za sekondari pia zitapokea mabasi hivi karibuni.,,KenyaNewsAgency_Education,https://www.kenyanews.go.ke/mioro-senior-day-school-mathioya-receives-bus/,2026-07-15,Schools,Mioro Senior Day School engetanga busi ya mbere buya bwaki buora ku geresi bwaki bwaki bwanantorere buya kuviga naki bwakwenge. Masomo aingine emokiri bosi buya engetanga buses buya nyakire.,Mioro Senior Day School en koro ng'ato bus misango mondo obet konyo jomoko kuom gima idhi sani kendo komoruok. Gikinyi dongo abir gi bus oseechogo.,Mioro Senior Day School ayaa heshay baska dugsiga ugu horreeya si loogu hagaajiyo gaadiidka ardayda ee howlaha waxbarasho iyo kuwa aan waxbarasho ahayn. Afar dugsi sare oo kale ayaa sidoo kale dhawaan heli doona basas.
