PSA_ID,Domain,Sub_Category,English,Kiswahili,Source,Date,Metadata,Ekegusii,Dholuo,Somali,Origin_File,Original_Language,Original_Text,Source_Name,Source_URL,Region,Org_Type,PSA_Score,Content_Hash,Retrieved_At
106,Governance,Devolution and Local Governance,"Amend equity development act, governor urges assembly Kenya News Agency",,GoogleNews_en,"Wed, 12 Oct 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMiiAFBVV95cUxPNHRvX2pCalJGQjJjSU9MdDNOamtRTWFaWGxiZ3dQSnFlQUh2RVF5TXI1OUR5SVc2Q19JTUN3czYzN1NBV3JMVWZ2WkRjcnVHZG1taEFJYUZJNGwwVUJGQVR3OEFXSlh5V0FHd0p2Z2ZJbHQtaVRNYmF2cU5oZGNDVG8wRzBzTjRh?oc=5,,,,,,,,,,,,,
1,Governance,Public Service Delivery,EACC and Bungoma County Leadership Unite to Champion Integrity in Public Service,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
2,Governance,Public Service Delivery,EACC Recovers Prime Government Properties Grabbed In Kakamega,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
3,Governance,Public Service Delivery,"EACC launches a compliance risks monitoring exercise in the implementation of dam projects in the Ministry of Water, Sanitation and Irrigation.",,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
4,Governance,Public Service Delivery,EACC Hosts Key Eastern Africa Anti-Corruption Forum,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
5,Governance,Public Service Delivery,EACC Awarded for Diversity and Inclusivity,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
6,Governance,Public Service Delivery,"SRC, EACC Sign Good Governance Pact",,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
7,Governance,Public Service Delivery,EACC Holds First Ever Women in Leadership Forum,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
8,Governance,Public Service Delivery,"Ethics and Anti-Corruption Commission gathers information on corruption occurring in Government and the public Sector from a variety of sources. These sources include members of the public, heads of government departments and agencies, officials working in both the public and private sectors and the media.",,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
9,Governance,Public Service Delivery,"The reports can be made at the EACC headquarter (Integrity Center), our regional offices and all Huduma Centers countrywide.",,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
10,Governance,Public Service Delivery,"Since 2003, EACC has secured convictions in Court, enhanced financial investigations and recovered assets acquired from corruption as a deterrence strategy. This has been achieved through proactive disruptions, robust prosecution of recovery cases and enhanced use of Alternative Dispute Resolution (ADR)",,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
11,Governance,Public Service Delivery,The latest news and headlines from the Ethics and Anti-Corruption Commission.,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
12,Governance,Public Service Delivery,"EACC, Chinese anti-corruption agency explore closer…",,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
13,Governance,Public Service Delivery,EACC CEO calls for stronger regional…,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
14,Governance,Public Service Delivery,07:07:2026: The Ethics and Anti-Corruption Commission (EACC) Chief…,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
15,Governance,Public Service Delivery,06:07:2026: The Ethics and Anti-Corruption Commission (EACC) will…,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
16,Governance,Public Service Delivery,"EACC, CAJ strengthen partnership to advance…",,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
17,Governance,Public Service Delivery,CAJ Vice Chairperson Ms. Dorothy Jemator with EACC…,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
18,Governance,Public Service Delivery,"Information can be provided to EACC in writing, by telephone or by presenting it personally to the Commission's Report Centre at Integrity Centre in Nairobi and any of our Regional Offices. The Commission's contact details are listed below. One can also pass on information anonymously to the Commission through the Anonymous Whistleblower's System on this Website.",,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
19,Governance,Public Service Delivery,Kenya Ethics and Anti-Corruption Academy,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
20,Governance,Public Service Delivery,"EACC, Chinese anti-corruption agency explore closer cooperation in graft fightRead More",,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
21,Governance,Public Service Delivery,EACC CEO calls for stronger regional cooperation to combat corruption in the fisheries sectorRead More,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
22,Governance,Public Service Delivery,"EACC, CAJ strengthen partnership to advance integrity and good governanceRead More",,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
23,Governance,Public Service Delivery,EACC CEO joins multi-agency leaders to advance Kenya’s FATF grey list exitRead More,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
24,Governance,Public Service Delivery,EACC CEO elected to AAACA Executive CommitteeRead More,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
25,Governance,Public Service Delivery,"AAACA, World Bank sign anti-corruption cooperation framework in AfricaRead More",,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
26,Governance,Public Service Delivery,Continental anti-corruption research centre launched in NairobiRead More,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
27,Governance,Public Service Delivery,8th Annual General Assembly of the African Association of Anti-Corruption AuthoritiesRead More,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
28,Governance,Public Service Delivery,EACC concludes Eid ul-Adha Maadili Cup Tournament in GarissaRead More,,EACC,2026-07-11,https://www.eacc.go.ke/,,,,psa_dataset_v1.csv,,,,,,,,,
29,Governance,Anti-Corruption Initiatives,This system ensures that a person’s identity as a whistle blower is hidden and that their report remains confidential and can only be accessed by EACC.,,EACC,2022-01-31,https://eacc.go.ke/default/faqs/,,,,governance_psa_dataset.csv,,,,,,,,,
30,Governance,Anti-Corruption Initiatives,The Commission has put in place various mechanisms to ensure that staff uphold integrity at all times.,,EACC,2022-01-31,https://eacc.go.ke/default/faqs/,,,,governance_psa_dataset.csv,,,,,,,,,
31,Governance,Anti-Corruption Initiatives,Any wayward officers suspected to be engaging in corrupt conduct or other unethical practices should be reported to the Commission promptly.,,EACC,2022-01-31,https://eacc.go.ke/default/faqs/,,,,governance_psa_dataset.csv,,,,,,,,,
32,Governance,Anti-Corruption Initiatives,"Such an approach must combine law enforcement, strengthening institutions, promoting good governance, and conducting public education.",,EACC,2022-01-31,https://eacc.go.ke/default/faqs/,,,,governance_psa_dataset.csv,,,,,,,,,
33,Governance,Anti-Corruption Initiatives,"This Chapter requires persons seeking public office to be selected on the basis of personal integrity, competence and suitability.",,EACC,2022-01-31,https://eacc.go.ke/default/faqs/,,,,governance_psa_dataset.csv,,,,,,,,,
34,Governance,Anti-Corruption Initiatives,The Commission conducts sensitization for festival trainers guiding the development of scripts in various institutions and adjudicators to ensure integrity in the adjudication process.,,EACC,2022-01-31,https://eacc.go.ke/default/integrity-clubs/,,,,governance_psa_dataset.csv,,,,,,,,,
35,Governance,Anti-Corruption Initiatives,This encourages the youth to uphold personal integrity and raise awareness on ethical conduct among their peers.,,EACC,2022-01-31,https://eacc.go.ke/default/integrity-clubs/,,,,governance_psa_dataset.csv,,,,,,,,,
36,Governance,Anti-Corruption Initiatives,The courses offered at the Academy seek to ensure that ethics and integrity become values lived by everyone within an organization; that service delivery is optimal and that employees offer professional service upholding public trust and that the principle of common good vis a vis private interest or advantage is upheld.,,EACC,2 October 2018,https://eacc.go.ke/default/national-integrity-academy/,,,,governance_psa_dataset.csv,,,,,,,,,
37,Governance,Anti-Corruption Initiatives,Commission officers themselves must exemplify integrity.,,EACC,2 October 2018,https://eacc.go.ke/default/national-integrity-academy/,,,,governance_psa_dataset.csv,,,,,,,,,
38,Governance,Anti-Corruption Initiatives,Various stakeholders must play their role for the fight against corruption to succeed.,,EACC,2 October 2018,https://eacc.go.ke/default/national-integrity-academy/,,,,governance_psa_dataset.csv,,,,,,,,,
39,Governance,Anti-Corruption Initiatives,"EACC Commissioner Rose Mghoi Macharia said that, “it is the responsibility of all of us to provide services promptly, and to ensure efficient implementation of the development programmes and projects initiated by the Government”.",,EACC,2 October 2018,https://eacc.go.ke/default/national-integrity-academy/,,,,governance_psa_dataset.csv,,,,,,,,,
40,Governance,Anti-Corruption Initiatives,"In his remarks, the chairman: The five-day training covered the following areas: Academy Policy Development Workshop Good governance requires that organizations big or small develop policies, procedures and systems that guide their day-to-day operations.",,EACC,2 October 2018,https://eacc.go.ke/default/national-integrity-academy/,,,,governance_psa_dataset.csv,,,,,,,,,
41,Governance,Anti-Corruption Initiatives,"Kindly note that only shortlisted candidates will be contacted and will be required to submit Clearance/Compliance certificates from Ethics and Anti Corruption Commission; Directorate of Criminal Investigations; Kenya Revenue Authority; Higher Education Loans Board, and Credit Reference Bureau Ref.",,EACC,2023-03-30,https://eacc.go.ke/default/careers/,,,,governance_psa_dataset.csv,,,,,,,,,
42,Governance,Anti-Corruption Initiatives,"Job title JOB ADVERTISEMENT - NOVEMBER 2021 Closing Date 2021-11-15 View More Expired Kindly note that only shortlisted candidates will be contacted and will be required to submit Clearance/Compliance certificates from Ethics and Anti Corruption Commission; Directorate of Criminal Investigations; Kenya Revenue Authority; Higher Education Loans Board, and Credit Reference Bureau",,EACC,2023-03-30,https://eacc.go.ke/default/careers/,,,,governance_psa_dataset.csv,,,,,,,,,
43,Governance,Anti-Corruption Initiatives,"He also committed to advancing AAACA’s flagship legacy project, the Africa Anti-Corruption Studies and Research Centre (CEREAC), which seeks to strengthen research, training, and knowledge-sharing among anti-corruption agencies across Africa.",,EACC_NewsUpdates,2026-06-19,https://eacc.go.ke/en/default/eacc-ceo-elected-to-aaaca-executive-committee/,,,,governance_psa_dataset__1_.csv,,,,,,,,,
44,Governance,Anti-Corruption Initiatives,"Purpose of establishing the Academy: The Academy is set to provide specialized ethics, integrity, Leadership, Good Governance and Anti- Corruption training to both the public and private sector institutions in the country and the region.",,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,,,,governance_psa_dataset__1_.csv,,,,,,,,,
45,Governance,Anti-Corruption Initiatives,The IAO will serve as secretary to their respective Corruption Prevention Committees /Integrity Committees The National Integrity Academy Joins Hands with County Governments to train Integrity Champions The National Integrity Academy in partnership with EACC’s Upper Coast Regional Office rolled out a one-week Integrity Assurance Officers training for 30 Kilifi County Ward administrators.,,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,,,,governance_psa_dataset__1_.csv,,,,,,,,,
46,Governance,Anti-Corruption Initiatives,"26.08.19 The Academy, which is the training arm of the Ethics and Anti-Corruption Commission, aims to promote a culture of integrity in all sectors of society.",,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,,,,governance_psa_dataset__1_.csv,,,,,,,,,
47,Governance,Anti-Corruption Initiatives,"The purpose of the training, which was rolled out at Sunrise Resort and Spa in Mombasa, was to equip trainees with knowledge, skills and tools with which to promote ethics, integrity and good governance.",,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,,,,governance_psa_dataset__1_.csv,,,,,,,,,
48,Governance,Anti-Corruption Initiatives,"The Academy is set to provide specialized ethics, integrity, Leadership, Good Governance and Anti- Corruption training to both the public and private sector institutions in the country and the region.",,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,,,,governance_psa_dataset__1_.csv,,,,,,,,,
49,Governance,Anti-Corruption Initiatives,The Academy serves six main target groups: The Academy aims to empower state and non-state actors on matters ethics and integrity in order to: The establishment of the National Integrity Academy is premised on best practice and standards.,,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,,,,governance_psa_dataset__1_.csv,,,,,,,,,
50,Governance,Anti-Corruption Initiatives,"The IAO will serve as secretary to their respective Corruption Prevention Committees /Integrity Committees The National Integrity Academy Joins Hands with County Governments to train Integrity Champions The Academy, which is the training arm of the Ethics and Anti-Corruption Commission, aims to promote a culture of integrity in all sectors of society.",,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,,,,governance_psa_dataset__1_.csv,,,,,,,,,
51,Governance,Anti-Corruption Initiatives,"KLIF Sectors and Stakeholders There are twenty(20) sectors under KLIF , drawn from both the public and private as follows: The Citizens are also identified as stakeholders for their role in public participation, demand for transparency, accountability and good governance.",,EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/klif/,,,,governance_psa_dataset__1_.csv,,,,,,,,,
52,Governance,Anti-Corruption Initiatives,"X – Liability Expected Outcome Attitude change among youth and generational transformation in Kenya leading to reduced incidences of corruption Increased number of youth actively participating in decision making, governance and anti-corruption processes Improved access to critical public services Increased number of youth taking up positions of leadership Structure of and roles in the clubs are clearly outlined in Manual for the establishment of Integrity Clubs.",,EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/integrity-clubs/,,,,governance_psa_dataset__1_.csv,,,,,,,,,
53,Governance,Anti-Corruption Initiatives,The Commission has encountered such incidences where some people posing as officers of the Commission defraud unsuspecting members of the public purporting to be investigating corruption.,,EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/faqs/,,,,governance_psa_dataset__1_.csv,,,,,,,,,
54,Governance,Anti-Corruption Initiatives,"In this regard, members of the public are encouraged to provide information touching on the integrity of such persons to the Commission or any other body considering them for appointment or election to public office.",,EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/faqs/,,,,governance_psa_dataset__1_.csv,,,,,,,,,
55,Governance,Anti-Corruption Initiatives,EACC is enhancing its national presence by opening more regional offices in order to monitor corruption at County levels in addition to the implementation of proactive county advisories focusing on strong systems and prudent use of public resources.,,EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/faqs/,,,,governance_psa_dataset__1_.csv,,,,,,,,,
56,Governance,Anti-Corruption Initiatives,They also committed to reinforcing collaboration mechanisms to maximize their collective impact in addressing governance challenges.,,EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/eacc-caj-strengthen-partnership-to-advance-integrity-and-good-governance/,,,,governance_psa_dataset__1_.csv,,,,,,,,,
57,Governance,General Governance,"This could be for A link must never be included on the public service site or within the editorial content of a commercial site in return for cash, services or any other consideration in kind.",,BBC_Swahili,9 0 0116,https://www.bbc.com/editorialguidelines/guidance/links-and-feeds,,,,governance_psa_dataset__3_.csv,,,,,,,,,
58,Governance,General Governance,All links on the BBC Public Service site or on the editorial pages of a BBC Commercial site must be editorially justifiable and suitable for the intended audience â particularly children.,,BBC_Swahili,9 0 0116,https://www.bbc.com/editorialguidelines/guidance/links-and-feeds,,,,governance_psa_dataset__3_.csv,,,,,,,,,
59,Governance,General Governance,"(See Editorial Guidelines Section 15 Independence from Commercial and other External Interests 15.4.22 ) Public Services must not endorse or promote any other organisation, or its products, services or trademarks, so great care must be taken when linking to any site in order not to give the impression that the BBC is doing so.",,BBC_Swahili,9 0 0116,https://www.bbc.com/editorialguidelines/guidance/links-and-feeds,,,,governance_psa_dataset__3_.csv,,,,,,,,,
60,Governance,General Governance,BBC Public Service sites should not normally link direct to pages whose main purpose is transactional e.g.,,BBC_Swahili,9 0 0116,https://www.bbc.com/editorialguidelines/guidance/links-and-feeds,,,,governance_psa_dataset__3_.csv,,,,,,,,,
61,Governance,General Governance,Links from individual pages on the Public Service site to the BBC's Commercial sites must be editorially justified.,,BBC_Swahili,9 0 0116,https://www.bbc.com/editorialguidelines/guidance/links-and-feeds,,,,governance_psa_dataset__3_.csv,,,,,,,,,
62,Governance,General Governance,Kanini Kega warns UDA will be buried in Ol Kalou by-election on July 16.,,Tuko_Politics_RSS,"Sun, 12 Jul 2026 12:46:52 +0300",https://www.tuko.co.ke/politics/632278-kanini-kega-warns-uda-buried-ol-kalou-by-election-july-16/,,,,governance_psa_rss.csv,,,,,,,,,
63,Governance,General Governance,"Kipipiri MP Wanjiku Muhia urges supporters to pause fundraising after IEBC fine for inflammatory remarks, highlighting a tense by-election between DCP and UDA.",,Tuko_Politics_RSS,"Sat, 11 Jul 2026 14:53:03 +0300",https://www.tuko.co.ke/politics/632219-muhia-wanjiku-dcp-allied-mp-stops-supporters-fundraiser-fined-ksh-15m-by-iebc/,,,,governance_psa_rss.csv,,,,,,,,,
64,Governance,General Governance,"Former deputy president Rigathi Gachagua warns Ol Kalou residents to avoid a newly allocated train, labelling it a looming disaster amid by-election tensions.",,Tuko_Politics_RSS,"Fri, 10 Jul 2026 17:31:34 +0300",https://www.tuko.co.ke/politics/632154-rigathi-gachagua-claims-ol-kalou-train-fake-urges-residents-avoid-disaster-making/,,,,governance_psa_rss.csv,,,,,,,,,
65,Governance,General Governance,"DCP leader Rigathi Gachagua urges Irungu Kang'ata to avoid interfering in the Ol Kalou by-election, stressing it's a local campaign focused on local issues.",,Tuko_Politics_RSS,"Fri, 10 Jul 2026 15:48:45 +0300",https://www.tuko.co.ke/politics/632147-rigathi-gachagua-asks-irungu-kangata-linda-mwananchi-ol-kalou-by-election/,,,,governance_psa_rss.csv,,,,,,,,,
66,Governance,General Governance,IEBC warns the Ol Kalou by-election set for July 16 may be cancelled amid rising violence and voter bribery reports.,,Tuko_Politics_RSS,"Thu, 09 Jul 2026 16:16:34 +0300",https://www.tuko.co.ke/politics/632024-iebc-threatens-cancel-ol-kalou-by-election-violence-voter-bribery-claims-restore-sanity/,,,,governance_psa_rss.csv,,,,,,,,,
67,Governance,General Governance,"Linda Mwananchi urges Keumbu residents to end the quiet boycott of the local market, highlighting individual accountability for the convoy attack on July 3.",,Tuko_Politics_RSS,"Thu, 09 Jul 2026 15:12:35 +0300",https://www.tuko.co.ke/politics/632012-linda-mwananchi-pleads-keumbu-residents-boycott-local-businesses-chaos-rally/,,,,governance_psa_rss.csv,,,,,,,,,
68,Governance,General Governance,"ODM to Support Ruto’s Re-election Bid in 2027, Oburu announces.",,CapitalFM_RSS,"Sun, 12 Jul 2026 10:42:02 +0000",https://capitalfm.africa/odm-to-support-rutos-re-election-bid-in-2027-oburu-announces/,,,,governance_psa_rss.csv,,,,,,,,,
PSA-40050b3d6283,governance,,"The IEP oversees the OGP Independent Reporting Mechanism by helping to ensure quality of the reviews, assess procedures and promote findings.",,,,article_title=Who We Are,,,,,en,"The IEP oversees the OGP Independent Reporting Mechanism by helping to ensure quality of the reviews, assess procedures and promote findings.",Open Government Partnership News,https://www.opengovpartnership.org/about/who-we-are/,global,NGO/multilateral initiative,0.5,c7f6c2fe929af019f4532207ef6e6a75,2026-07-12T18:34:08.415670
PSA-5aaa5ddfc403,governance,,"The OGP Values Check is an effort to ensure that new countries joining OGP adhere to the democratic governance norms and values set forth in the Open Government Declaration , and applies to governments wanting to join OGP.",,,,article_title=Joining OGP | Open Government Partnership,,,,,en,"The OGP Values Check is an effort to ensure that new countries joining OGP adhere to the democratic governance norms and values set forth in the Open Government Declaration , and applies to governments wanting to join OGP.",Open Government Partnership News,https://www.opengovpartnership.org/how-we-work/joining-ogp/,global,NGO/multilateral initiative,0.7,650713be74abe8a729c6fa561938d450,2026-07-12T18:34:12.758596
PSA-ad0106287b20,governance,,Please refer to the Eligibility Criteria page for more details and a breakdown on the specific scoring methodologies used to assess both dimensions of OGP eligibility.,,,,article_title=Joining OGP | Open Government Partnership,,,,,en,Please refer to the Eligibility Criteria page for more details and a breakdown on the specific scoring methodologies used to assess both dimensions of OGP eligibility.,Open Government Partnership News,https://www.opengovpartnership.org/how-we-work/joining-ogp/,global,NGO/multilateral initiative,0.5,a50e9fd198ac7f14d717c5d1fb0aca0c,2026-07-12T18:34:12.760988
PSA-def094ab8a54,governance,,Each government aspiring to join OGP should identify a lead ministry or government agency that will assume the responsibility for coordinating the government’s OGP process and activities and serve as the official contact point for the Partnership.,,,,article_title=Joining OGP | Open Government Partnership,,,,,en,Each government aspiring to join OGP should identify a lead ministry or government agency that will assume the responsibility for coordinating the government’s OGP process and activities and serve as the official contact point for the Partnership.,Open Government Partnership News,https://www.opengovpartnership.org/how-we-work/joining-ogp/,global,NGO/multilateral initiative,0.5,621a0279b59d43804a348d49e44e20ce,2026-07-12T18:34:12.763230
PSA-f9c029d637d7,governance,,Each government is expected to designate both a high-level and working-level point of contact (PoC).,,,,article_title=Joining OGP | Open Government Partnership,,,,,en,Each government is expected to designate both a high-level and working-level point of contact (PoC).,Open Government Partnership News,https://www.opengovpartnership.org/how-we-work/joining-ogp/,global,NGO/multilateral initiative,0.5,e8563157fad04797bead6c6a7bad0192,2026-07-12T18:34:12.765191
PSA-0e287f1fe9c3,governance,,"The former is normally a ministerial level official who represents the government formally and officially within the Partnership, while the latter is a senior civil servant with ability to coordinate across government and serve as the day-to-day contact point for the Support Unit.",,,,article_title=Joining OGP | Open Government Partnership,,,,,en,"The former is normally a ministerial level official who represents the government formally and officially within the Partnership, while the latter is a senior civil servant with ability to coordinate across government and serve as the day-to-day contact point for the Support Unit.",Open Government Partnership News,https://www.opengovpartnership.org/how-we-work/joining-ogp/,global,NGO/multilateral initiative,0.5,2990ee26a0ba5372a7d029b840754f12,2026-07-12T18:34:12.767309
PSA-e63173156de7,governance,,"If a country passes the Core Eligibility Criteria and Values Check and the government identified a lead ministry or agency, it should signal its intent to participate in OGP by sending a Letter of Intent, which formally expresses the government’s intention to join OGP.",,,,article_title=Joining OGP | Open Government Partnership,,,,,en,"If a country passes the Core Eligibility Criteria and Values Check and the government identified a lead ministry or agency, it should signal its intent to participate in OGP by sending a Letter of Intent, which formally expresses the government’s intention to join OGP.",Open Government Partnership News,https://www.opengovpartnership.org/how-we-work/joining-ogp/,global,NGO/multilateral initiative,0.5,2a9c6eb9f9a9bb3d80e8f0be43f7fd07,2026-07-12T18:34:12.771674
PSA-81571def01e5,governance,,"Letters of Intent should confirm that the government is eligible to join OGP, specifically endorse the Open Government Declaration , describe past open government reforms, and specify the lead ministry or agency and at least the high-level point of contact that will be responsible for OGP within the government.",,,,article_title=Joining OGP | Open Government Partnership,,,,,en,"Letters of Intent should confirm that the government is eligible to join OGP, specifically endorse the Open Government Declaration , describe past open government reforms, and specify the lead ministry or agency and at least the high-level point of contact that will be responsible for OGP within the government.",Open Government Partnership News,https://www.opengovpartnership.org/how-we-work/joining-ogp/,global,NGO/multilateral initiative,0.5,db3666d0e01b47b44df91354acb6a70b,2026-07-12T18:34:12.774852
PSA-114c086c7531,governance,,"Letters of Intent should be addressed to the OGP Co-Chairs and sent to [email protected] , signed by a ministerial-level official from any ministry or agency within government, as long as that agency has received approval from the Head of State or Government to join OGP.",,,,article_title=Joining OGP | Open Government Partnership,,,,,en,"Letters of Intent should be addressed to the OGP Co-Chairs and sent to [email protected] , signed by a ministerial-level official from any ministry or agency within government, as long as that agency has received approval from the Head of State or Government to join OGP.",Open Government Partnership News,https://www.opengovpartnership.org/how-we-work/joining-ogp/,global,NGO/multilateral initiative,0.5,358c66019c113286ed08d2030fae90b0,2026-07-12T18:34:12.777209
PSA-4d2ae185aeea,governance,,"Governments should ensure that there are paths to becoming active in OGP through the global community, the government’s own OGP dialogue mechanism, or both.",,,,article_title=Joining OGP | Open Government Partnership,,,,,en,"Governments should ensure that there are paths to becoming active in OGP through the global community, the government’s own OGP dialogue mechanism, or both.",Open Government Partnership News,https://www.opengovpartnership.org/how-we-work/joining-ogp/,global,NGO/multilateral initiative,0.5,8c0569e5480f1ee6d3d5f1e6237accbe,2026-07-12T18:34:12.779184
PSA-ab60ff03b4b0,governance,,"They are the product of a co-creation process in which government and civil society define ambitious commitments to foster transparency, accountability and inclusion.",,,,article_title=Action Plan Cycle | Open Government Partnership,,,,,en,"They are the product of a co-creation process in which government and civil society define ambitious commitments to foster transparency, accountability and inclusion.",Open Government Partnership News,https://www.opengovpartnership.org/how-we-work/action-plan-cycle/,global,NGO/multilateral initiative,0.4,7d96054e55ec4cf44f62cab779779806,2026-07-12T18:34:15.792867
PSA-51a16e2f9665,governance,,"Participating governments are encouraged to produce an End-of-term Self-Assessment Report on the final results of reforms completed in the action plan, consultation during implementation, and lessons learned.",,,,article_title=Accountability | Open Government Partnership,,,,,en,"Participating governments are encouraged to produce an End-of-term Self-Assessment Report on the final results of reforms completed in the action plan, consultation during implementation, and lessons learned.",Open Government Partnership News,https://www.opengovpartnership.org/how-we-work/accountability/,global,NGO/multilateral initiative,0.5,1994b135a76efd84549120000413ee00,2026-07-12T18:34:18.838755
PSA-ba3b0e908929,governance,,"More to promote more transparent, accountable, responsive and inclusive governance.",,,1/7/2021,article_title=OGP Local Handbook,,,,,en,"More to promote more transparent, accountable, responsive and inclusive governance.",Open Government Partnership News,https://www.opengovpartnership.org/documents/ogp-local-handbook/,global,NGO/multilateral initiative,0.4,df4fcb4121fd53ba85484c87d021f818,2026-07-12T18:34:21.872556
PSA-e2173f43a11b,governance,,"It is increasingly clear that collaboration, transparency According to OGP’s Articles of Governance, transparency occurs when “government-held information (including on activities and decisions) is open, comprehensive, timely, freely available to the pub...",,,1/7/2021,article_title=OGP Local Handbook,,,,,en,"It is increasingly clear that collaboration, transparency According to OGP’s Articles of Governance, transparency occurs when “government-held information (including on activities and decisions) is open, comprehensive, timely, freely available to the pub...",Open Government Partnership News,https://www.opengovpartnership.org/documents/ogp-local-handbook/,global,NGO/multilateral initiative,0.4,7ae3a802662919f6dd5d3e2403bd13ac,2026-07-12T18:34:21.876505
PSA-916792314109,governance,,"Jurisdictions not in OGP Local can participate in their national OGP process, which is regulated by the OGP National Handbook or apply for OGP Local when OGP launches a call for applications.",,,1/7/2021,article_title=OGP Local Handbook,,,,,en,"Jurisdictions not in OGP Local can participate in their national OGP process, which is regulated by the OGP National Handbook or apply for OGP Local when OGP launches a call for applications.",Open Government Partnership News,https://www.opengovpartnership.org/documents/ogp-local-handbook/,global,NGO/multilateral initiative,0.5,d809420e28eea0d326a7dcf58ae51616,2026-07-12T18:34:21.878561
PSA-bf3e8e55f6a0,governance,,"In order to become a member, local jurisdictions must meet the eligibility criteria and submit a Letter of Support.",,,1/7/2021,article_title=OGP Local Handbook,,,,,en,"In order to become a member, local jurisdictions must meet the eligibility criteria and submit a Letter of Support.",Open Government Partnership News,https://www.opengovpartnership.org/documents/ogp-local-handbook/,global,NGO/multilateral initiative,0.5,8bede87089a9b15ca09dafecc420f898,2026-07-12T18:34:21.881050
PSA-087986636bcc,governance,,A minimum set of eligibility criteria is required to join OGP Local to ensure adequate conditions for developing and implementing an action plan Action plans are at the core of a government’s participation in OGP.,,,1/7/2021,article_title=OGP Local Handbook,,,,,en,A minimum set of eligibility criteria is required to join OGP Local to ensure adequate conditions for developing and implementing an action plan Action plans are at the core of a government’s participation in OGP.,Open Government Partnership News,https://www.opengovpartnership.org/documents/ogp-local-handbook/,global,NGO/multilateral initiative,0.5,6c7103c650e9f5fd1096cb00ac0af6ba,2026-07-12T18:34:21.884289
