PSA_ID,Domain,English,Kiswahili2,Somali,Dholuo,Kiswahili,Target_Languages,Source,Date,Metadata,Date_dt,en_len,sw_len
PSA000587,education,NOTICE: All police stations must submit registration forms to the county education office by April 30th.,TANGAZO: Vituo vyote vya polisi lazima viwasilishe fomu za usajili kwa ofisi ya elimu ya kaunti ifikapo Aprili 30.,OGAYSIIS: Dhammaan saldhigyada booliiska waa inay foomamka diiwaangelinta u gudbiyaan xafiiska waxbarashada degmada kahor Abriil 30keeda.,,ILANI: police stations zote lazima ziwasilishe registration forms kwenye the county education office ifikapo April 30th.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Social Health Authority,2024-08-01,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:05.952909""}",2024-08-01,104,120
PSA000588,security,URGENT: All police stations in Mombasa must evacuate immediately by midnight today due to terrorist threat.,HARAKA: Vituo vyote vya polisi mjini Mombasa lazima viondoke mara moja ifikapo saa sita usiku wa leo kutokana na tishio la kigaidi.,DEGDEG: Dhammaan saldhigyada booliiska ee Mombasa waa inay si degdeg ah uga guuraan saqda dhexe ee maanta sababo la xiriira khatarta argagixisada.,,HARAKA: police stations zote katika Mombasa lazima evacuate immediately ifikapo saa midnight leo kutokana na terrorist threat.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",IEBC Kenya,2024-11-16,"{""type"": ""generated_variation"", ""psa_score"": 4, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:05.952945""}",2024-11-16,107,126
PSA000589,security,The Ministry of Education has deployed additional extension officers to maintain food security during month.,Wizara ya Elimu imetuma maafisa wa ugani zaidi ili kudumisha usalama wa chakula wakati wa mwezi.,Wasaaradda Waxbarashada ayaa hawlgelisay saraakiil dheeraad ah oo loogu talagalay kordhinta cuntada si ay u ilaaliyaan amniga cuntada bisha dhexdeeda.,,The Ministry of Education imeweka extension officers wa ziada ili kudumisha food security wakati wa month.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Social Health Authority,2024-03-06,"{""type"": ""generated_variation"", ""psa_score"": 7, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:05.952974""}",2024-03-06,108,106
PSA000590,health,The Ministry of Education announces free malaria screening at all Lamu this rainy season.,Wizara ya Elimu yatangaza uchunguzi wa malaria bila malipo katika Lamu yote msimu huu wa mvua.,Wasaaradda Waxbarashada ayaa ku dhawaaqday baaritaan bilaash ah oo ku saabsan duumada oo laga sameeyo dhammaan Lamu xilligan roobaadka.,,The Ministry of Education inatangaza malaria screening ya bure katika Lamu zote rainy season hii.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Health,2026-02-03,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:05.953007""}",2026-02-03,89,97
PSA000591,governance,The Ethics and Anti-Corruption Commission announces voter registration in all the county education office.,Tume ya Maadili na Kupambana na Rushwa yatangaza usajili wa wapiga kura katika ofisi zote za elimu za kaunti.,Guddiga Anshaxa iyo La-dagaallanka Musuqmaasuqa ayaa ku dhawaaqay diiwaangelinta codbixiyeyaasha dhammaan xafiiska waxbarashada ee degmada.,,The Ethics and Anti-Corruption Commission inatangaza voter registration katika the county education office zote.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Red Cross,2026-04-30,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:05.953034""}",2026-04-30,106,112
PSA000592,governance,The Social Health Authority reminds civil servants to stock emergency supplies before Friday.,Mamlaka ya Afya ya Jamii inawakumbusha watumishi wa umma kuhifadhi vifaa vya dharura kabla ya Ijumaa.,Hay'adda Caafimaadka Bulshada waxay shaqaalaha rayidka ah xasuusinaysaa inay kaydiyaan agabka gurmadka degdegga ah ka hor Jimcaha.,,The Social Health Authority inawakumbusha civil servants kufanya stock emergency supplies kabla ya Friday.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Disaster Operations Centre,2025-03-23,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:05.953064""}",2025-03-23,93,106
PSA000593,security,The Kenya Revenue Authority has deployed additional security personnel to maintain public safety during rainy season.,Mamlaka ya Mapato ya Kenya imetuma maafisa wa ziada wa usalama ili kudumisha usalama wa umma wakati wa mvua.,Hay'adda Dakhliga Kenya ayaa shaqaale amni oo dheeraad ah u dirtay si ay u ilaaliyaan amniga dadweynaha xilliga roobka.,,The Kenya Revenue Authority imeweka security personnel wa ziada ili kudumisha public safety wakati wa rainy season.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Police Service,2025-04-28,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:05.953094""}",2025-04-28,117,115
PSA000594,education,Taxpayers are reminded that the deadline for training is extended to August 1st.,Walipa kodi wanakumbushwa kwamba tarehe ya mwisho ya mafunzo imeongezwa hadi Agosti 1.,Canshuur bixiyayaasha waxaa la xasuusinayaa in waqtiga kama dambaysta ah ee tababarka la kordhin doono ilaa Ogosto 1.,,Taxpayers wamekumbushwa kwamba tarehe ya mwisho ya training imeongezwa hadi August 1st.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Meteorological Department,2026-02-14,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:05.953121""}",2026-02-14,80,87
PSA000595,disaster,The Ethics and Anti-Corruption Commission urges communities to stock emergency supplies to prevent soil erosion.,Tume ya Maadili na Kupambana na Rushwa inahimiza jamii kuhifadhi vifaa vya dharura ili kuzuia mmomonyoko wa udongo.,Guddiga Anshaxa iyo La-dagaallanka Musuqmaasuqa ayaa ku boorriyay bulshooyinka inay kaydiyaan sahayda gurmadka degdegga ah si looga hortago nabaad-guurka carrada.,,The Ethics and Anti-Corruption Commission inawahimiza jamii kufanya stock emergency supplies ili kuzuia soil erosion.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Education,2024-12-11,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:05.953157""}",2024-12-11,112,117
PSA000596,agriculture,Farmers are advised to avoid unnecessary travel immediately to prevent crop damage.,Wakulima wanashauriwa kuepuka kusafiri bila sababu mara moja ili kuzuia uharibifu wa mazao.,Beeralayda waxaa lagula talinayaa inay ka fogaadaan safar aan loo baahnayn isla markiiba si looga hortago waxyeelada dalagga.,,Farmers washauriwa kufanya avoid unnecessary travel mara moja ili kuzuia crop damage.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Social Health Authority,2025-07-29,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:05.953196""}",2025-07-29,83,85
PSA000597,agriculture,The National Drought Management Authority advises tea farmers to boil drinking water this season.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inawashauri wakulima wa chai kuchemsha maji ya kunywa msimu huu.,Hay'adda Qaranka ee Maareynta Abaaraha ayaa kula talisay beeralayda shaaha inay karkariyaan biyaha la cabbo xilligan.,,The National Drought Management Authority inashauri tea farmers kufanya boil drinking water msimu huu.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Drought Management Authority,2024-03-18,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:05.953223""}",2024-03-18,97,102
PSA000598,security,Tea farmers must carry registration forms at all times.,Wakulima wa chai lazima wabebe fomu za usajili wakati wote.,Beeralayda shaaha waa inay sitaan foomamka diiwaangelinta mar walba.,,Tea farmers lazima wabebe registration forms wakati wote.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Disaster Operations Centre,2024-06-23,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:05.953248""}",2024-06-23,55,57
PSA000599,security,The Social Health Authority urges taxpayers to remain vigilant and report school reopening to Wajir.,Mamlaka ya Afya ya Jamii inawasihi walipa kodi kuendelea kuwa macho na kuripoti kufunguliwa tena kwa shule kwa Wajir.,Hay'adda Caafimaadka Bulshada ayaa ku boorisay canshuur bixiyeyaasha inay feejignaadaan oo ay soo sheegaan in dib loo furayo iskuullada Wajeer.,,The Social Health Authority inawahimiza taxpayers kuwa macho na kuripoti school reopening kwenye Wajir.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Education,2024-11-02,"{""type"": ""generated_variation"", ""psa_score"": 7, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:05.953277""}",2024-11-02,100,103
PSA000600,governance,Healthcare workers are advised to report suspicious activity within the financial year.,Wafanyakazi wa afya wanashauriwa kuripoti shughuli zinazotiliwa shaka ndani ya mwaka wa fedha.,Shaqaalaha daryeelka caafimaadka waxaa lagula talinayaa inay soo sheegaan dhaqdhaqaaq laga shakiyo gudaha sannad-maaliyadeedka.,,Healthcare workers washauriwa kufanya report suspicious activity ndani ya the financial year.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Teachers Service Commission,2025-05-20,"{""type"": ""generated_variation"", ""psa_score"": 7, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:05.953306""}",2025-05-20,87,93
PSA000601,governance,The Ministry of Education directs all fishermen to undergo voter registration.,Wizara ya Elimu inawaagiza wavuvi wote kusajiliwa kama wapiga kura.,Wasaaradda Waxbarashada waxay faray dhammaan kalluumeysatada inay maraan diiwaangelinta codbixiyeyaasha.,,The Ministry of Education inaagiza fishermen wote kupitia voter registration.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Police Service,2024-03-07,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:05.953332""}",2024-03-07,78,77
PSA000602,education,All clinics in disease outbreak zones will remain closed until further notice from the county government.,Kliniki zote katika maeneo ya mlipuko wa magonjwa zitabaki kufungwa hadi taarifa zaidi kutoka kwa serikali ya kaunti itakapotolewa.,Dhammaan xarumaha caafimaadka ee ku yaal meelaha uu cudurku ka dillaacay way xirnaan doonaan ilaa amar dambe ka soo baxayo dowladda degmada.,,Clinics zote katika disease outbreak zones zitabaki zimefungwa hadi tangazo jipya kutoka kwa the county government.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Red Cross,2026-02-28,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:05.953366""}",2026-02-28,105,115
PSA000603,governance,The public is invited to submit registration forms on the draft audit guidelines before September 15th.,Umma unakaribishwa kuwasilisha fomu za usajili kwenye rasimu ya miongozo ya ukaguzi kabla ya Septemba 15.,Dadweynaha waxaa lagu martiqaadayaa inay soo gudbiyaan foomamka diiwaangelinta ee ku qoran qabyo-qoraalka tilmaamaha hanti-dhawrka ka hor Sebtembar 15keeda.,,Umma unakaribishwa kuwasilisha registration forms kuhusu the draft audit guidelines kabla ya September 15th.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",IEBC Kenya,2024-09-17,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:05.953394""}",2024-09-17,103,108
PSA000604,security,All county officials are advised to observe the 50mm in 24 hours until further notice.,Maafisa wote wa kaunti wanashauriwa kuzingatia 50mm ndani ya saa 24 hadi taarifa nyingine itakapotolewa.,Dhammaan mas'uuliyiinta degmada waxaa lagula talinayaa inay 50mm ku ilaaliyaan 24 saacadood gudahood ilaa amar dambe.,,County officials wote washauriwa kuzingatia 50mm in 24 hours hadi tangazo jipya.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",County Government,2025-01-26,"{""type"": ""generated_variation"", ""psa_score"": 6, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:05.953433""}",2025-01-26,86,80
PSA000605,agriculture,The Ministry of Education advises school administrators to complete registration this season.,Wizara ya Elimu inawashauri wasimamizi wa shule kukamilisha usajili msimu huu.,Wasaaradda waxbarashadu waxay kula talinaysaa maamulayaasha dugsiyada inay dhammaystiraan diiwaangelinta xilligan.,,The Ministry of Education inashauri school administrators kufanya complete registration msimu huu.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Education,2024-03-20,"{""type"": ""generated_variation"", ""psa_score"": 3, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:05.953478""}",2024-03-20,93,98
PSA000606,security,URGENT: All dispensaries in Mandera must move to higher ground by 5:00 PM today due to disease outbreak.,HARAKA: Zahanati zote huko Mandera lazima zihamie kwenye eneo la juu ifikapo saa 5:00 jioni leo kutokana na mlipuko wa magonjwa.,DEGDEG: Dhammaan farmashiyaha ku yaal Mandheera waa inay u guuraan meelaha sare marka la gaaro 5:00 PM maanta sababtoo ah cudurku wuu faafaa.,,HARAKA: dispensaries zote katika Mandera lazima move to higher ground ifikapo saa 5:00 PM leo kutokana na disease outbreak.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Revenue Authority,2025-02-24,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:05.953513""}",2025-02-24,104,123
PSA000607,security,County officials are warned against livestock movement on social media platforms.,Maafisa wa kaunti wameonywa dhidi ya uhamiaji wa mifugo kwenye mitandao ya kijamii.,Mas'uuliyiinta gobolka ayaa looga digayaa dhaqdhaqaaqa xoolaha ee baraha bulshada.,,County officials wameonywa dhidi ya livestock movement kwenye social media platforms.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Police Service,2024-03-26,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:05.953540""}",2024-03-26,81,85
PSA000608,agriculture,The Ministry of Health announces free malaria screening for county officials.,Wizara ya Afya yatangaza uchunguzi wa malaria bila malipo kwa maafisa wa kaunti.,Wasaaradda Caafimaadka ayaa ku dhawaaqday baaritaan bilaash ah oo loogu talagalay mas'uuliyiinta degmada oo loogu talagalay duumada.,,The Ministry of Health inatangaza malaria screening ya bure kwa county officials.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Teachers Service Commission,2024-12-22,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:05.953571""}",2024-12-22,77,81
PSA000609,health,The public is advised to stock emergency supplies for difficulty breathing symptoms.,Umma unashauriwa kuhifadhi vifaa vya dharura kwa dalili za ugumu wa kupumua.,Dadweynaha waxaa lagula talinayaa inay kaydiyaan agabka gurmadka degdegga ah si loogu daweeyo calaamadaha neefsashada oo adkaada.,,Umma unashauriwa kufanya stock emergency supplies kwa dalili za difficulty breathing.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Red Cross,2024-09-13,"{""type"": ""generated_variation"", ""psa_score"": 6, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:05.953597""}",2024-09-13,84,85
PSA000610,security,All all Kenyans must undergo mandatory screening.,Wakenya wote lazima wapitie uchunguzi wa lazima.,Dhammaan dadka Kenyanka ah waa inay maraan baaritaan khasab ah.,,All Kenyans zote lazima zipitie screening inayolazimishwa.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Social Health Authority,2024-04-15,"{""type"": ""generated_variation"", ""psa_score"": 7, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:05.953622""}",2024-04-15,49,58
PSA000611,agriculture,School administrators are advised to verify their details immediately to prevent soil erosion.,Wasimamizi wa shule wanashauriwa kuthibitisha maelezo yao mara moja ili kuzuia mmomonyoko wa udongo.,Maamulayaasha dugsiyada waxaa lagula talinayaa inay si degdeg ah u xaqiijiyaan faahfaahintooda si looga hortago nabaad-guurka carrada.,,School administrators washauriwa kufanya verify their details mara moja ili kuzuia soil erosion.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Red Cross,2025-05-14,"{""type"": ""generated_variation"", ""psa_score"": 7, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:05.953649""}",2025-05-14,94,96
PSA000612,governance,All tea farmers are directed to evacuate immediately by July 1st.,Wakulima wote wa chai wameagizwa kuhama mara moja ifikapo Julai 1.,Dhammaan beeraleyda shaaha waxaa la farayaa inay si degdeg ah uga guuraan meesha ugu dambeysa Luulyo 1deeda.,,Tea farmers wote wameagizwa kufanya evacuate immediately ifikapo July 1st.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Drought Management Authority,2024-11-02,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:05.953680""}",2024-11-02,65,74
PSA000613,security,IEBC announces enhanced inspection in all Nairobi during month.,IEBC yatangaza ukaguzi ulioboreshwa katika Nairobi nzima kwa mwezi mzima.,Guddiga IEBC ayaa ku dhawaaqay in la kordhiyay kormeerka bishaan dhammaan Nairobi.,,IEBC inatangaza inspection zilizoidhinishwa katika Nairobi zote wakati wa month.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Agriculture,2024-06-11,"{""type"": ""generated_variation"", ""psa_score"": 3, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:05.953711""}",2024-06-11,63,80
PSA000614,governance,The public is invited to submit budget documents on the proposed health regulations before July 1st.,Umma unakaribishwa kuwasilisha hati za bajeti kuhusu kanuni za afya zilizopendekezwa kabla ya Julai 1.,Dadweynaha waxaa lagu martiqaadayaa inay soo gudbiyaan dukumentiyada miisaaniyadda ee ku saabsan xeerarka caafimaadka ee la soo jeediyay ka hor 1-da Luulyo.,,Umma unakaribishwa kuwasilisha budget documents kuhusu the proposed health regulations kabla ya July 1st.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Ministry of Agriculture,2026-04-28,"{""type"": ""generated_variation"", ""psa_score"": 4, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:05.953738""}",2026-04-28,100,105
PSA000615,governance,The Kenya Red Cross announces week amnesty for examination starting December 31st.,Shirika la Msalaba Mwekundu la Kenya latangaza wiki ya msamaha kwa ajili ya uchunguzi kuanzia Desemba 31.,Hay'adda Laanqeyrta Cas ee Kenya ayaa ku dhawaaqday cafis toddobaadle ah oo loogu talagalay imtixaannada oo bilaabanaya 31-ka Diseembar.,,The Kenya Red Cross inatangaza msamaha wa siku week kwa examination kuanzia December 31st.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Drought Management Authority,2024-12-19,"{""type"": ""generated_variation"", ""psa_score"": 6, ""language_detected"": ""en-sw"", ""urgency_level"": ""high"", ""generated_at"": ""2026-07-22T07:10:05.953767""}",2024-12-19,82,90
PSA000616,security,Coffee farmers must carry tax returns at all times.,Wakulima wa kahawa lazima wabebe marejesho ya kodi wakati wote.,Beeralayda qaxwada waa inay qaadaan canshuur celinta mar walba.,,Coffee farmers lazima wabebe tax returns wakati wote.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Social Health Authority,2026-01-22,"{""type"": ""generated_variation"", ""psa_score"": 8, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:05.953795""}",2026-01-22,51,53
PSA000617,health,The Kenya Revenue Authority warns against practice handwashing. Do not cross flooded bridges.,Mamlaka ya Mapato ya Kenya yaonya dhidi ya kunawa mikono kwa njia ya kawaida. Usivuke madaraja yaliyofurika.,Hay'adda Dakhliga Kenya waxay ka digaysaa in gacmaha la dhaqo. Ha ka gudbin buundooyinka daadadku saameeyeen.,,The Kenya Revenue Authority inaonya dhidi ya practice handwashing. Usifanye cross flooded bridges.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Red Cross,2026-03-27,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:05.953822""}",2026-03-27,93,98
PSA000618,agriculture,URGENT: All tea farmers must boil drinking water before further notice.,HARAKA: Wakulima wote wa chai lazima wachemshe maji ya kunywa kabla ya taarifa zaidi.,DEGDEG AH: Dhammaan beeraleyda shaaha waa inay karkariyaan biyaha la cabbo ka hor inta aan la ogeysiin.,,HARAKA: tea farmers wote lazima boil drinking water kabla ya further notice.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Kenya Red Cross,2024-02-09,"{""type"": ""generated_variation"", ""psa_score"": 4, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:05.953849""}",2024-02-09,71,76
PSA000619,disaster,The Kenya Plant Health Inspectorate Service warns of flash floods exceeding 50mm in 24 hours in Kisumu.,Huduma ya Ukaguzi wa Afya ya Mimea nchini Kenya yaonya kuhusu mafuriko ya ghafla yanayozidi 50mm katika saa 24 huko Kisumu.,Waaxda Kormeerka Caafimaadka Dhirta ee Kenya ayaa ka digaysa daadad xooggan oo ka badan 50mm 24 saacadood gudahood ka dhaca Kisumu.,,The Kenya Plant Health Inspectorate Service inaonya flash floods zaidi ya 50mm in 24 hours katika Kisumu.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",County Government,2026-01-22,"{""type"": ""generated_variation"", ""psa_score"": 5, ""language_detected"": ""en-sw"", ""urgency_level"": ""medium"", ""generated_at"": ""2026-07-22T07:10:05.953877""}",2026-01-22,103,105
PSA000620,agriculture,The Ministry of Agriculture advises fishermen to submit documents this season.,Wizara ya Kilimo inawashauri wavuvi kuwasilisha hati msimu huu.,Wasaaradda Beeraha waxay kula talinaysaa kalluumeysatada inay soo gudbiyaan dukumentiyo xilligan.,,The Ministry of Agriculture inashauri fishermen kufanya submit documents msimu huu.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",National Police Service,2025-09-25,"{""type"": ""generated_variation"", ""psa_score"": 6, ""language_detected"": ""en-sw"", ""urgency_level"": ""low"", ""generated_at"": ""2026-07-22T07:10:05.953951""}",2025-09-25,78,83
PSA000621,security,SECURITY ALERT: Avoid Western Kenya due to disease outbreak.,TAHADHARI YA USALAMA: Epuka Magharibi mwa Kenya kutokana na mlipuko wa magonjwa.,DIGNIIN AMNIGA: Ka fogow Galbeedka Kenya sababo la xiriira cudurro faafa.,,TAHADHARI YA USALAMA: Epuka Western Kenya kutokana na disease outbreak.,"{""Somali"": ""placeholder"", ""Kikuyu"": ""placeholder"", ""Luo"": ""placeholder"", ""Kalenjin"": ""placeholder"", ""Kamba"": ""placeholder""}",Teachers Service Commission,2025-01-22,"{""type"": ""generated_variation"", ""psa_score"": 2, ""language_detected"": ""en-sw"", ""urgency_level"": ""urgent"", ""generated_at"": ""2026-07-22T07:10:05.954013""}",2025-01-22,60,71
