PSA_Id,Domain,Class,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata
136,Agriculture,PSA,"Farmers interested in the cashew nut value chain can benefit from new opportunities as the Ministry of Agriculture, Animal Industry, and Fisheries partners with Uganda Cashewnut and Trees Limited.","Wakulima wanaovutiwa na mnyororo wa thamani wa karanga wanaweza kupata fursa mpya wakati Wizara ya Kilimo, Mifugo na Uvuvi ikishirikiana na Uganda Cashewnut and Trees Limited.","Abarimu bakiaki bw'oguo bakekenye bwanani bw'akiuga bw'akatutu bakireng'ane na bw'ekirori buria bw'Abaganga b'Omokiriri, Obw'Okuguru, na Obotubati b'Obokoni bang'ana na Uganda Cashewnut and Trees Limited.","Aboro magi, koro jochuok mar cashew nut wang' e yong' miyo opogore nyaka oter joma in kata Ministry of Agriculture, Animal Industry, and Fisheries kod Uganda Cashewnut and Trees Limited.","Farmerska xiiseynaya silsiladda qiimaha qareenada ayaa ka faa'ideysan kara fursado cusub iyadoo Wasaaradda Beeraha, Warshadaha Xoolaha, iyo Kalluumaysiga ay iska kaashanayso Uganda Cashewnut and Trees Limited.",https://kilimonews.co.ke/agribusiness/agribusiness-opportunities-along-cashew-nut-value-chain-in-uganda/,2026-07-14,scraped:Kilimo News - Agribusiness
137,Agriculture,PSA,"Turkana County has introduced market days: Kakuma on Tuesdays, Lodwar on Thursdays, and Lokichar/Lokiriama on Saturdays to enhance market access and trade.","Kaunti ya Turkana imeanzisha siku za masoko: Kakuma Jumatatu, Lodwar Alhamisi, na Lokichar/Lokiriama Jumamosi ili kuboresha upatikanaji wa masoko na biashara.","Egere Kanyanchabo ya Turkana omokire emiori ya masoko: Kakuma omokire eMogongo, Lodwar omokire eSaba, na Lokichar/Lokiriama omokire eMande.","Turkana County en ginyal da jotiyogo: Kakuma nyaka kuonde, Lodwar nyaka ruoth, gi Lokichar/Lokiriama nyaka wende kuek gi jomakaka ma oketi owak.","Degaanka Turkana ayaa soo bandhigay maalmaha suuqyada: Kakuma Salaasada, Lodwar Khamiista, iyo Lokichar/Lokiriama Sabtida si loo hagaajiyo helitaanka suuqyada iyo ganacsiga.",https://kilimonews.co.ke/agribusiness/turkana-county-introduces-market-days/,2026-07-14,scraped:Kilimo News - Agribusiness
138,Agriculture,PSA,Farmers are encouraged to utilize the Digifarm mobile platform offered by the Kenya Livestock Producers Association for enhanced agricultural practices.,Wakulima wanahimizwa kutumia jukwaa la simu la Digifarm lililotolewa na Chama cha Wazalishaji wa Mifugo Kenya kwa ajili ya kuboresha mbinu za kilimo.,Abagari baria batorera gukoresha Digifarm mobile platform yatiroto naki Kenya Livestock Producers Association kubariga buya bwebire buseke.,"Okwach maber, manomiyo chuny e Digifarm mobile platform ka en Kenya Livestock Producers Association nyaka oriyo chalo mar nyasaye.","Beeraleyda waxaa lagu dhiirrigelinayaa inay isticmaalaan madal mobile ah oo loo yaqaan Digifarm, taasoo ay bixiso Ururka Soo saaraha Xoolaha Kenya si loo hagaajiyo dhaqanka beeraha.",https://kilimonews.co.ke/agribusiness/farmers-association-changing-agriculture-using-mobile-phones/,2026-07-14,scraped:Kilimo News - Agribusiness
139,Agriculture,PSA,The Nakuru County Government has provided the Markilanjo Bee Keepers Cooperative with beehives and equipment to enhance honey production. Cooperative members are encouraged to utilize these resources for increased production and processing.,Serikali ya Kaunti ya Nakuru imepatia Ushirikiano wa Wenye Nyuki wa Markilanjo nyuki na vifaa ili kuboresha uzalishaji wa asali. Wanachama wa ushirikiano wanahimizwa kutumia rasilimali hizi kuongeza uzalishaji na usindikaji.,Ogochani bw'ekegori bwakinyang'ani buya bwasikiria Omokireri Ogoti wa Markilanjo na ekikori ebwakire oserori oyo ogwomokire. Abakire b'ekikori bataruri bw'ogwenda buya bwaniani na obwenge.,Liwruok mar Nakuru County atweyo Markilanjo Bee Keepers Cooperative beehives kod chuma chuny maithel gi udi mar honey. Kachaku monyalo e chiegni piny mane oting'o miyo ginyalo ng'ato gi ndal.,Dowladda Gobolka Nakuru waxay siisay Iskaashatada Beekeepers ee Markilanjo qaadooyinka dhalaanka ah iyo qalab si kor loogu qaado soosaarka malabka. Xubnaha iskaashatada waxaa lagu boorinayaa inay ka faa'iidaystaan kheyraadkan si loo kordhiyo soosaarka iyo habaynta.,https://kilimonews.co.ke/agribusiness/bee-keepers-cooperative-gets-a-boost-from-county-government/,2026-07-14,scraped:Kilimo News - Agribusiness
140,Agriculture,PSA,Farmers are encouraged to adopt the newly commercialized Aliciana Barley variety from East African Breweries for higher yields and increased resistance to water lodging.,Wakulima wanahimizwa kup adopta aina mpya ya shayiri ya Aliciana kutoka East African Breweries ili kupata mavuno makubwa na upinzani bora dhidi ya kuzama kwenye maji.,Abere ba atigana bwang'ori bwaki Aliciana Barley bu Easte African Breweries buya bwege obwakirori bwaki bwakire na omokiriri buya bugei buya.,Dala bende dhi chopo lweny choko Aliciana Barley kwach East African Breweries kuom wango makalo moye ok nyaka bura weche kendo nyalo ruwore to wando.,Beeraleyda waxaa lagu dhiirigelinayaa inay qaataan nooca cusub ee Aliciana Barley oo ka yimid East African Breweries si ay u helaan wax soo saar sare iyo adkaysi sare oo ka dhanka ah biyaha ku dhaca.,https://kilimonews.co.ke/agribusiness/east-african-breweries-limited-eabl-announces-commercialization-of-the-aliciana-barley-variety/,2026-07-14,scraped:Kilimo News - Agribusiness
141,Agriculture,PSA,Poultry breeders are losing significant profits due to cheap day-old chick imports. Stakeholders should assess market conditions to adapt their breeding plans accordingly.,Wafugaji wa kuku wanakosa faida kubwa kutokana na uagizaji wa vifaranga vya siku moja kwa bei nafuu. Wadau wanapaswa kutathmini hali ya soko ili kubinafsisha mipango yao ya ufugaji.,"Abaki bataka baki kora oborere bente baira nakiokore bwaki bwaki bwaki bwaki. Abasomokiri batarera bataria, bategenyi nakiokore oborere baki.",Brejieng' mar poultry nyaka golo profit moro e ndalo koluwore tich lare mag day-old chick. Winyalo chuny konyo yath ma okelo kolo nyaka gibed tuoche duto matek.,Tarankayaasha digaaga waxay lumiyeen faa'iidooyin badan sababo la xiriira iibka raqiiska ah ee ukun cusub. Dhamaan danaystayaasha waa inay qiimeeyaan xaaladaha suuqa si ay ula qabsadaan qorshayaasha tarankooda.,https://kilimonews.co.ke/agribusiness/we-are-killing-60000-chicks-weekly-kenya-poultry-breeders/,2026-07-14,scraped:Kilimo News - Agribusiness
142,Agriculture,PSA,Farmers and agribusiness stakeholders can visit Therapeutic Foods Limited in Murang'a County for insights on organic farming and value addition.,Wakulima na washiriki wa biashara za kilimo wanaweza kutembelea Therapeutic Foods Limited katika Kaunti ya Murang'a kwa maelezo kuhusu kilimo hai na kuongeza thamani.,Abakung’eri na abakerere bendo bakenyinya Therapeutic Foods Limited bu Murang'a County omokinyanire omogeya omokirigori nakiiri bw'ogokora.,Ng'ato ma joma tekniyo koka e ng'aluok mondo wala thum mar kadhiyo kendo onjogi pa Therapeutic Foods Limited e Murang'a County.,Beeralayda iyo daneeyayaasha ganacsiga beeraha waxay booqan karaan Therapeutic Foods Limited ee Gobolka Murang'a si ay u helaan fikrado ku saabsan beerta dabiiciga ah iyo kordhinta qiimaha.,https://kilimonews.co.ke/agribusiness/organic-farmer-agronomist-who-hasnt-used-chemicals-for-32-years/,2026-07-14,scraped:Kilimo News - Agribusiness
143,Agriculture,PSA,Agriculture in South Sudan is going digital. Farmers can access training videos on groundnut harvesting and maize row planting from local extension staff.,Kilimo nchini Sudani Kusini kinaenda kidijitali. Wakulima wanaweza kupata video za mafunzo juu ya kuvuna karanga na kupanda mahindi kutoka kwa wafanyakazi wa uwekezaji wa eneo hilo.,Ekegusii mo South Sudan ibwaki mooko. Abakore bambarigwa mabaki ku siasa ekigori ky'ubingo bwomaki na ekigori ky'okugumbetia busembaggwa bwi bweha abanto ba bukirigani.,Luo chuth kuom South Sudan ochi. Wuon duochno osebedo nyaka wacho miyo mondo oser ng'ato ma nigi kanyas gi nyaka obwete kuom ji mag ndakus.,Beerashada Koonfur Sudan waxay noqonaysaa mid dijitaal ah. Beeralaydu waxay heli karaan fiidiyowyada tababarka ee ku saabsan goosashada lowska dhulka iyo geedka masagada oo ka yimaada shaqaalaha kordhinta deegaanka.,https://kilimonews.co.ke/agribusiness/south-sudan-agriculture-goes-digital/,2026-07-14,scraped:Kilimo News - Agribusiness
144,Agriculture,PSA,"Dairy farmers in Nairobi are successfully using modern methods, such as zero grazing and feed from urban byproducts. Explore local resources and connect with other farmers for best practices.",Wakulima wa maziwa Nairobi wanatumia kwa mafanikio mbinu za kisasa kama ufugaji bila malisho na chakula kutoka kwa bidhaa za mijini. Tafuta rasilimali za hapa na ungana na wakulima wengine kwa mbinu bora.,"Abagabe b'ibensagani b'i Nairobi baria usingere omokiri bw'enge, bweenya zero grazing na emokiri buya omokiriganye b'ibyinjorogoto. Ria omokiri buya bwenge na bwendare buya banye b'ibensagani b'omogoti bw'enge.","Waganga masiga e Nairobi nigi tich mogik, kaka zero grazing kod chogo mai kendo gite mokuongo. Konyo kadhomo magi ma nyalo te gi waganga abiro nyaka chayo.","Davidka lo'da ee Nairobi waxay si guul leh u adeegsanayaan habab casri ah, sida xoolo laga dhoofiyaa iyo cunto ka timaadda wax-soo-saarka magaalooyinka. Ka baaro ilaha maxalliga ah oo la xidhiidh beeraley kale si aad u hesho hababka ugu wanaagsan.",https://kilimonews.co.ke/agribusiness/dairy-farming-in-nairobi-city/,2026-07-14,scraped:Kilimo News - Agribusiness
145,Agriculture,PSA,Farmers in Embu are encouraged to explore value addition opportunities for mangoes to reduce waste—consider joining local processing groups for support and training.,Wakulima wa Emabu wanahimizwa kuchunguza fursa za kuongeza thamani ya maembe ili kupunguza taka—fikiria kujiunga na vikundi vya usindikaji vya eneo hilo kwa msaada na mafunzo.,"Abakora uhoro ku Embu barakiriwe kutoranya nzira zokenyera umusaruro wa mangoo, kugira ngo bavuge ivu. Fanyanani na magroup egendani ekikorera oria, omokiri n'ekihande.",Abere mag farmer e Embu to owuon goyo kelo valo mag mango me otho wate—yien ni owachok koro kuonde mar pondo maler kod walo.,Beeralayda Embu waxaa lagu dhiirrigelinayaa in ay baaraan fursadaha lagu kordhinayo qiimaha mangooyinka si loo yareeyo qashinka — tixgeli inaad ku biirto kooxaha maxalliga ah ee habaynta si aad u hesho taageero iyo tababar.,https://kilimonews.co.ke/agribusiness/groups-resilience-pays-off-as-they-become-horticultural-processors/,2026-07-14,scraped:Kilimo News - Agribusiness
146,Agriculture,PSA,Farmers are encouraged to explore dairy goat farming; Robert Macharia reports high demand for goat milk and offers to connect other farmers with potential clients.,Wakulima wanahimizwa kuangazia ufugaji wa mbuzi wa maziwa; Robert Macharia anaripoti kuwa na mahitaji makubwa ya maziwa ya mbuzi na anatoa huduma ya kuunganisha wakulima wengine na wateja wanaoweza kuwa nao.,Abarori baria bagenyegarie omokere buya; Robert Macharia egosetania orokore buya buye na akang'anya abarori abaki bori bosianga bengine bwiye.,Abore miyo gibed gi ji nyuka matek kendo; Robert Macharia ni yiengo kendo otimo ja-milimani e kaka joma ineno mar nyuka matek.,Beeraleyda ayaa lagu dhiirigelinayaa inay sahamiso beerta adhiga kaas oo keena caano; Robert Macharia ayaa soo sheegay dalabka sarreeya ee caanaha adhiga wuxuuna bixinayaa xiriir beeraleyda kale oo leh macamiil suurtagal ah.,https://kilimonews.co.ke/agribusiness/macharia-the-urban-dairy-goat-farmer/,2026-07-14,scraped:Kilimo News - Agribusiness
147,Agriculture,PSA,Kenyan farmers are encouraged to participate in the EU-funded Market Access Upgrade Programme (MARKUP) to enhance agricultural exports and meet international standards.,Wakulima wa Kenya wanahimizwa kushiriki katika Programu ya Kuboresha Upatikanaji wa Soko (MARKUP) inayofadhiliwa na EU ili kuboresha mauzo ya kilimo na kukidhi viwango vya kimataifa.,Abakirorai b'Kenya baragororeke kujia mu pogramu ya EU eshiosere omokireri bw'e (MARKUP) ngo banoore omokireri bori b'egisi na babonere eng'enda ya mwakina.,Mab farmer ODM Kenya nyasaye ka wacho ka omiyiemu gi EU ma en gi chii kuting' mar Marketing Access Upgrade Programme (MARKUP) to nyal ngeyo shok maisha mar nyaka.,Marsadkan cusub ee loogu talagalay kor u qaadida helitaanka suuqyada (MARKUP) waxaa lagu dhiirigelinayaa beeraleyda Kenyan inay ka qaybqaataan si ay kor ugu qaadaan dhoofinta beero iyo inay la kulmaan heerarka caalamiga ah.,https://kilimonews.co.ke/agribusiness/kenya-signs-3-7m-euro-trade-deal-to-boost-agricultural-exports/,2026-07-14,scraped:Kilimo News - Agribusiness
148,Agriculture,PSA,Young people are encouraged to explore various platforms for agribusiness opportunities to overcome financial barriers. Take action to secure your future in agriculture today.,Vijana wanahimizwa kufungua njia kupitia majukwaa mbalimbali ya fursa za biashara ya kilimo ili kushinda vizuizi vya kifedha. Chukua hatua ili kuhakikisha kwamba una mustakabali mzuri katika kilimo leo.,Abagororia bataraneki nyaki buya kuboranga naki mekwaniora ekibere ya agribusiness buo mwetuganko omokiri. Rekeria amafaranga yoti bw’ogecha omotere bwokiri.,Juok makmana nigi mag'iny kuom chiegni e piny en piny gi chandruok mar agribusiness kuom to onge mag nyiso. Naki kadhi to ne ng'ama ohero e piny mar agrikulture nige.,Dhallinyarada waxaa lagu dhiirrigelinayaa inay sahamiyaan madal kala duwan oo fursadaha ganacsiga beeraha si ay uga gudbaan caqabadaha dhaqaale. Qaado tallaabo si aad u xaqiijiso mustaqbalkaaga beeraha maanta.,https://kilimonews.co.ke/agribusiness/mango-facts-in-kenya/,2026-07-14,scraped:Kilimo News - Agribusiness
149,Agriculture,PSA,The Association of Kenya Mango Traders (AKMT) represents local mango stakeholders and supports farmers in accessing markets. Join now to enhance your participation in the mango value chain.,Shirikisho la Wafanyabiashara wa Mankuku Kenya (AKMT) linawakilisha wadau wa kawaida wa mankuku na linaunga mkono wakulima katika kupata masoko. Jiunge sasa kuongeza ushiriki wako katika mingada ya mankuku.,Umuryango wa Abakora na Abakora Odongo (AKMT) wakiiteire abataka bagenzi b’injiri n’abatetezi mu kurerera abashamba b’ijongori mu gushika ku masoko. Bwire mwegereke k’ukoreye ikirwanisha mu gucashe ow’ijongori.,Japuonj ni Nyasaye Mango Kenya (AKMT) en joma nyalo chodo mango e odiema gi joma yude konyo kuonde. Konyo e kendo to ngeyo gi ngo mar mango.,Ururka Ganacsatada Mangalada Kenya (AKMT) wuxuu matalaa daneeyayaasha mangada deegaanka wuxuuna taageeraa beeralayda si ay u helaan suuqyo. Ku soo biir hadda si aad u kordhiso ka qayb qaadashadaada silsiladda qiimaha mangada.,https://kilimonews.co.ke/agribusiness/stakeholders-in-the-mango-value-chain-come-together/,2026-07-14,scraped:Kilimo News - Agribusiness
150,Agriculture,PSA,Farmers in Bungoma County: Participate in the new agricultural initiatives introduced by the county government to strengthen the sector. Stay informed for updates.,Wakulima katika Kaunti ya Bungoma: Shiriki katika mipango mipya ya kilimo iliyozinduliwa na serikali ya kaunti ili kuimarisha sekta. Kuwa na habari za kisasa.,Abageng'ani baki Bungoma: Kiana mu naki yaki asagano abatechandani baki akisi a bwaki baki ogendani. Bwakire buineni bucheuri.,Ng’ato mar farmers e Bungoma: Nyalang' kod nyiso mar agri-culture ma okel e ofisi mar county to wacho ng'ato mar sekta. Tieno konyi ng'ato kod oluw.,Beeralayda Gobolka Bungoma: Ka qaybqaata hindisayaasha cusub ee dowlad deegaanka oo lagu xoojinayo beerta. La soco warar cusub.,https://kilimonews.co.ke/agribusiness/women-in-agriculture-usa/,2026-07-14,scraped:Kilimo News - Agribusiness
151,Agriculture,PSA,"Youth in Njabini, Kinangop sub-county can explore opportunities in capsicum farming through the Nyandarua County Youth Empowerment Programme. Support and training are available.","Vijana katika Njabini, kata ya Kinangop wanaweza kuchunguza fursa za kilimo cha pilipili kupitia Mpango wa Uwezeshaji Vijana wa Kaunti ya Nyandarua. Msaada na mafunzo yanapatikana.","Abagitanga mu Njabini, sub-county ya Kinangop, baria obirire omogaka buseke bwabaka mu omogori busege bwayo bwo Nyandarua County Youth Empowerment Programme. Ria buria neiti naki.","Makar Bantu e Njabini, sub-county ya Kinangop, nyaka ng'eyo ma optimi e capsicum farming kuom Nyandarua County Youth Empowerment Programme. Bedoni gi inuwere kod nyim.","Dhalinyarada ku sugan Njabini, degmada Kinangop waxay fursado ka heli karaan beerta capsicumka iyada oo loo marayo Barnaamijka Kaalmada Dhalinyarada ee Nyandarua. Taageero iyo tababar ayaa la heli karaa.",https://kilimonews.co.ke/agribusiness/youth-group-finds-a-niche-in-capsicum-growing/,2026-07-14,scraped:Kilimo News - Agribusiness
152,Agriculture,PSA,Farmers are urged to verify seed authenticity by scratching the label of purchased seed and sending the code via SMS to 1393 for confirmation. The SMS service is free of charge.,Wakulima wanashauriwa kuthibitisha ukweli wa mbegu kwa kupiga rangi lebo ya mbegu walizonunua na kutuma kodii kupitia SMS kwenda 1393 kwa uthibitisho. Huduma ya SMS ni bure.,Abarakua boki bobaki busebu bwendo nabaki konyorori busebu bwaregaki konyaki bworaganja naki bwere bashibe SMS konyaki 1393 busebu bwogoteki. Bwire SMS busebu bwokiri pwe.,"Gima ji ther ma ok oting'o kod dholuo gi siret ma oheraki, kendo itie nyaka konyo code gi SMS ku 1393 biro golo. SMS service ni nengo.",Beeraleyda waxaa lagu boorinayaa inay hubiyaan saxnaanta abuurka iyagoo xoqaya sumadda abuurka la iibsaday oo diraya koodhka SMS ahaan 1393 si loo xaqiijiyo. Adeegga SMS-ka waa bilaash.,https://kilimonews.co.ke/general-news/how-to-identify-genuine-seed/,2026-07-14,scraped:Kilimo News - Agribusiness
153,Agriculture,PSA,Dairy farmers in Nakuru County are encouraged to join cooperatives for better milk prices. The County Government supports the formation of the Nakuru County Dairy Cooperatives Union.,Wakulima wa maziwa katika Kaunti ya Nakuru wanahimizwa kujiunga na vyama vya ushirika ili kupata bei bora za maziwa. Serikali ya Kaunti inaunga mkono kuundwa kwa Umoja wa Vyama vya Ushirika wa Maziwa wa Kaunti ya Nakuru.,Abakire na emokiriri mu Nakuru batirire bakesi bende buya bano bwaki bwakwiragia emikisi. Obwakire bw'Enyasa buya buya bwakaboka kumanya bano bwaki bwaki bwaki emobandi ya Nakuru.,Dairy farmers e Nakuru County nigi to join kawech mor ng’ato eyo kanyalre buya mar perek. Chuo mar County wuok to gima otoo dech kaka Nakuru County Dairy Cooperatives Union.,Farmers-ka caanaha ee Gobolka Nakuru waxaa lagu dhiirrigelinayaa inay ku biiraan iskaashatooyinka si ay u helaan qiimaha caanaha oo ka wanaagsan. Dowladda Gobolka waxay taageertaa samaynta Iskaashatada Caanaha ee Gobolka Nakuru.,https://kilimonews.co.ke/agribusiness/nakuru-county-third-in-milk-production-across-the-country/,2026-07-14,scraped:Kilimo News - Agribusiness
154,Agriculture,PSA,"Kenyan farmers will have the opportunity to export specialty tea to China, potentially up to 5 million kilos annually, valued at Ksh. 7 billion, beginning this year.","Wakulima wa Kenya watapata fursa ya kusafirisha chai maalum kwenda China, ikitarajiwa kufikia kilo milioni 5 kwa mwaka, ikiwa na thamani ya Ksh. bilioni 7, kuanzia mwaka huu.","Abageng'ana baki Kenya boki omokiriri obwaki bwaki kinyai buya Burkina, boki minto naki 5 million kilo buya muguruma, buya kanyaga Ksh. 7 billion, omokiriri bwaki omogogori buya.","Ababruok Kenya nyalo bedo na thok kuom oknyo tea mag mbaka gi China, kata up to 5 milioni kilo kidi konyo nyaka, nyalo maki Ksh. 7 billion, manok reri chuo.","Farmers-ka Kenyan waxay fursad u heli doonaan inay dhoofsadaan shaah khaas ah oo la geeyo Shiinaha, ilaa 5 milyan oo kilo sanadkiiba, qiimahoodu yahay Ksh. 7 bilyan, laga bilaabo sanadkan.",https://kilimonews.co.ke/agribusiness/kenya-to-export-speciality-tea-to-china/,2026-07-14,scraped:Kilimo News - Agribusiness
155,Agriculture,PSA,Farmers are advised to invest in their own baling machines or collaborate with others to avoid delays and high costs in hay production.,Makulima wanakumbushwa kuwekeza katika mashine zao za kubandika au kushirikiana na wengine ili kuepuka ucheleweshaji na gharama kubwa katika uzalishaji wa majani.,Abakiri bano batari bosi bwogekore baisari bwakire buiyaki bwakikore buya na bende bategere buya bwokomore buya ogotegere ogokiri na bwaki.,"Dala marach ni dhieyo kuom jowong' kwayo to jopiny chalo, kata nogwe magi, mondo ne owach dhok adek kuom wendo kendo piny machien ma en gi kwayo.",Beeraleyda waxaa lagu talinayaa inay maalgashadaan mashiinnadooda balinta ama ay wada shaqeeyaan si ay uga fogaadaan dib u dhaca iyo kharashyada badan ee soo saarista xoolaha.,https://kilimonews.co.ke/agribusiness/factors-driving-up-costs-in-the-fodder-value-chain/,2026-07-14,scraped:Kilimo News - Agribusiness
156,Agriculture,PSA,Over 200 start-ups and early stage agribusiness enterprises have been selected for support in an agribusiness programme focused on women and youth.,Zaidi ya kampuni 200 za mwanzo na biashara za kilimo za awali zimechaguliwa kusaidiwa katika mpango wa kilimo unaolenga wanawake na vijana.,Abakire baki 200 baisa bosi naki batisibori bake bui bwakuboroni bwebisia bwi atenge naki abaki.,Kagoodo 200 chiegni gi maler ma itieka e agribusiness kendo nyinge giko ma orek bende par.,In ka badan 200 shirkadood iyo ganacsiyo hore oo ku saabsan beeraha ayaa la doortay si ay u helaan taageero barnaamijka ganacsiga beeraha oo diiradda saaraya haweenka iyo dhallinyarada.,https://kilimonews.co.ke/agribusiness/getting-into-farming-what-to-consider/,2026-07-14,scraped:Kilimo News - Agribusiness
157,Agriculture,PSA,Banana poultry breeders in Kenya are facing significant losses due to cheap day-old chick imports. Stakeholders are urged to assess their operations and adapt accordingly.,wapanda kuku wa ndizi nchini Kenya wanakumbana na hasara kubwa kutokana na uagizaji wa vifaranga wa siku moja bei nafuu. Wadau wanakaribishwa kutathmini shughuli zao na kubadilisha ipasavyo.,Abere bakarukuri banzana oria batorera mu Kenya baria naki ya gaki omokore buambo bwaru. Abatabukire bosi baribere chire boro bature okomogori naki.,"Abato ng'ato donjo e Kenya en kaimor mar abich buya, kata obok gima aoro. Wajeng' ne ok nyis gi owang'ni gi joma chalo owang'ni.",Dhalinyarada digaaga ee Kenya ayaa wajahaya khasaare weyn sababa la xiriira keenooyinka raga ah ee qiimaha yaraaday. Walxaha ku lug leh ayaa lagu boorinayaa inay qiimeeyaan howlahooda oo ay isu waafajiyaan si ku habboon.,https://kilimonews.co.ke/agribusiness/kilimo-talk-by-president-yoweri-kaguta-museveni/,2026-07-14,scraped:Kilimo News - Agribusiness
158,Agriculture,PSA,Farmers are encouraged to consider dairy goat farming as a sustainable option for smallholder agriculture due to their low space requirements and high nutritional value of milk.,Wakulima wanatakiwa kufikiria ufugaji wa mbuzi wa maziwa kama chaguo endelevu kwa kilimo kidogo kutokana na mahitaji yao madogo ya nafasi na thamani kubwa ya lishe ya maziwa.,Abagere baisekarie okuogocha orokurenda emarunda yaki nyanga orokinyangia iria abogenda ore ekogebori buya omogaka omokinyanga na enka.,"Matiro moko wacho kuom ng'ama waundhogi ka ng'ama ng'ato mar mboch kony. Nitiwogo e yo mar joma udhi, kendo neno maber e yiero mar mukare.",Beeraleyda waxaa lagu dhiirigelinayaa inay tixgeliyaan beeraleyda idaha caanaha sidii ikhtiyaar waara oo loogu talagalay beeraleyda yaryar sababtoo ah baahida hoose ee booska iyo qiimaha nafaqada sare ee caanaha.,https://kilimonews.co.ke/general-news/kilimo-talk-dairy-goat-farming-quick-facts/,2026-07-14,scraped:Kilimo News - Agribusiness
159,Agriculture,PSA,"Farmers planting Hass avocado seedlings should follow these steps: space seedlings 6-10 meters apart, dig 2x2 feet holes, mix top soil, manure, and DAP fertilizer, and water in dry weather.","Wakulima wanaopanda miche ya avocado ya Hass wanapaswa kufuata hatua hizi: pandisha miche kwa umbali wa mita 6-10, chimba mashimo ya futi 2x2, changanya udongo wa juu, samadi, na mbolea ya DAP, na pandisha maji wakati wa mvua kidogo.","Abari buya! Abashuri bano chaki buya bosane buono: igana imbiri 6-10 metara naki, emenye 2x2 feet, onekire okokinyasa oboroti, emosi, na DAP, na nyae buya naki obwamasia.","Bonde uyiegi Hass avocado kanyo, chako iwachni: chandruok 6-10 mita nyaka, tiyo dodo 2x2 kaki, pok aondo masanga madongo, chuni, moti DAP, kendo nigo piny ka ing'eyo.","Beeralaydu waxay reer fiican in ay raacaan talaabooyinkan marka ay beeraan geedaha Hass avocado: kala fogee geedaha 6-10 mitir, qod 2x2 feet xabbo, isku qas ciidda sare, qashinka, iyo bacda DAP, iyo biyo siinta xilliga aan roobka da'in.",https://kilimonews.co.ke/general-news/planting-your-hass-avocado-seedlings/,2026-07-14,scraped:Kilimo News - Agribusiness
160,Agriculture,PSA,Farmers in Nakuru are invited to participate in the revival of the pyrethrum sector. The county government has invested Kshs 70 million to provide clean planting material.,Wakulima katika Nakuru wanakaribishwa kushiriki katika ufuatiliaji wa sekta ya pyrethrum. Serikali ya kaunti imewekeza Kshs milioni 70 kutoa vifaa safi vya kupanda.,Abakiru baki Nakuru bairaki nyasa ekereri ya pyrethrum. Obwaki bw’ogusii buhinji bwakaboka Kshs 70 mironji goha omogokire ogukwenda.,Wuoth kachok mag Nakuru nakiwogi kuom golo mar pyrethrum. Ogingo mar county osetim Kshs 70 million kuom golo ma oting' ni.,Beeraleyda Nakuru waxaa lagu martiqaaday inay ka qayb qaataan dib-u-soo-noqoshada qeybta pyrethrum. Dowlada degmada waxay maalgelisay Kshs 70 milyan si loo siiyo agab dhir nadiif ah.,https://kilimonews.co.ke/general-news/pyrethrum-gradually-turning-nakuru-white-again/,2026-07-14,scraped:Kilimo News - Agribusiness
161,Agriculture,PSA,"New regulations for seven crops will be released in the next two months, followed by 16 crops in four to five months. Farmers are advised to stay informed and comply with upcoming guidelines.","Kanuni mpya za mazao saba zitatolewa katika miezi miwili ijayo, zikifuatwa na mazao 16 baada ya miezi nne hadi mitano. Wakulima wanashauriwa kujifunza na kuzingatia mwongozo utakaotolewa.","Amatenda mayaki forora mirongo ibo sigana mwaki mwandori, na atenda 16 oigorisibori mugetene inono 4 ku 5 mwaki. Abarimaki baragwanire buya na batesane na amatekenyaki abogori.","Reguleta mpya e yochwech mag Nyasaye, kendo okanyang' gi mapile mar crops moko ochiko gi mwakiyogo abich, kendo 16 crop kendo okanyal gi mwakiyogo abich ka 4 to 5. Abor gi lwedo kuom joma nigi kony tich kendo omiya gi tih ranyisi.","Shuruuc cusub oo ku saabsan toddoba dalag ayaa la soo saari doonaa muddo laba bilood gudaheed, ka dibna 16 dalag ayaa la soo saari doona afar ilaa shan bilood kadib. Beeraleyda waxaa lagu talinayaa inay war hayaan oo ay raacaan tilmaamaha soo socda.",https://kilimonews.co.ke/general-news/more-crop-regulations-on-the-way/,2026-07-14,scraped:Kilimo News - Agribusiness
